BSE_YM,PORT_CD,CUR_CD,TONN_PORT_YN,CONT_NRMNL_CAP,PORT_CHG_AMT
202503,JPNGO,JPY,N,4000,3620570.76
202503,JPNGO,JPY,N,6000,4418045.09
202503,JPNGO,JPY,N,8000,4871029.11
202503,JPNGO,JPY,N,10000,6005336.33
202503,JPNGO,JPY,N,13000,7298963
202503,JPNGO,JPY,N,20000,9804409.5
202503,JPSMZ,JPY,N,4000,2419100.73
202503,JPSMZ,JPY,N,6000,3117184.29
202503,JPSMZ,JPY,N,8000,3976254.65
202503,JPSMZ,JPY,N,10000,4570586.6
202503,JPSMZ,JPY,N,13000,5782885.73
202503,JPSMZ,JPY,N,20000,7657264.15
202503,JPTYO,JPY,N,4000,3151883.22
202503,JPTYO,JPY,N,6000,3852388.67
202503,JPTYO,JPY,N,8000,4458337.22
202503,JPTYO,JPY,N,10000,5503915.33
202503,JPTYO,JPY,N,13000,6344886.67
202503,JPTYO,JPY,N,20000,8780108.17
202503,JPUKB,JPY,N,4000,3027969.33
202503,JPUKB,JPY,N,6000,3582935
202503,JPUKB,JPY,N,8000,4104806
202503,JPUKB,JPY,N,10000,5170008
202503,JPUKB,JPY,N,13000,5821089.33
202503,JPUKB,JPY,N,20000,8113932
202503,JPYOK,JPY,N,4000,3445173.5
202503,JPYOK,JPY,N,6000,4757244
202503,JPYOK,JPY,N,8000,5402925
202503,JPYOK,JPY,N,10000,5984926.5
202503,JPYOK,JPY,N,13000,7558812
202503,JPYOK,JPY,N,20000,8220119
202503,KRINC,KRW,N,4000,15684564.42
202503,KRINC,KRW,N,6000,23696219.55
202503,KRINC,KRW,N,8000,27526564.05
202503,KRINC,KRW,N,10000,32798607.78
202503,KRINC,KRW,N,13000,41195813.5
202503,KRINC,KRW,N,20000,0
202503,KRKAN,KRW,N,4000,11739764.43
202503,KRKAN,KRW,N,6000,14192621.7
202503,KRKAN,KRW,N,8000,16938822.82
202503,KRKAN,KRW,N,10000,22698074.16
202503,KRKAN,KRW,N,13000,28656922.24
202503,KRKAN,KRW,N,20000,36794508.63
202503,KRPUS,KRW,N,4000,19374228.53
202503,KRPUS,KRW,N,6000,26881030.29
202503,KRPUS,KRW,N,8000,31062292.22
202503,KRPUS,KRW,N,10000,35123128.65
202503,KRPUS,KRW,N,13000,44240591.86
202503,KRPUS,KRW,N,20000,76708169.67
202503,LKCMB,LKR,N,4000,1869395.67
202503,LKCMB,LKR,N,6000,2523054.33
202503,LKCMB,LKR,N,8000,2981475
202503,LKCMB,LKR,N,10000,3502559.53
202503,LKCMB,LKR,N,13000,4621791.6
202503,LKCMB,LKR,N,20000,6217610.86
202503,MXATM,MXN,N,4000,564307.56
202503,MXATM,MXN,N,6000,744145.11
202503,MXATM,MXN,N,8000,912942.67
202503,MXATM,MXN,N,10000,1027091.18
202503,MXATM,MXN,N,13000,1164624.73
202503,MXATM,MXN,N,20000,1813785.89
202503,MAPTM,USD,N,4000,15732.67
202503,MAPTM,USD,N,6000,19021
202503,MAPTM,USD,N,8000,23727
202503,MAPTM,USD,N,10000,32230.67
202503,MAPTM,USD,N,13000,34384.67
202503,MAPTM,USD,N,20000,48592
202503,MATNG,USD,N,4000,15732.67
202503,MATNG,USD,N,6000,19021
202503,MATNG,USD,N,8000,23727
202503,MATNG,USD,N,10000,32230.67
202503,MATNG,USD,N,13000,34384.67
202503,MATNG,USD,N,20000,48592
202503,MXLZC,USD,N,4000,17316
202503,MXLZC,USD,N,6000,23249.33
202503,MXLZC,USD,N,8000,25837.33
202503,MXLZC,USD,N,10000,31222.33
202503,MXLZC,USD,N,13000,36377.33
202503,MXLZC,USD,N,20000,45922.5
202503,MXVER,MXN,N,10000,989033.01
202503,MXVER,MXN,N,4000,535657.67
202503,MXVER,MXN,N,6000,733323.25
202503,MXVER,MXN,N,8000,877230.79
202503,MXVER,MXN,N,13000,1035553.87
202503,MXVER,MXN,N,20000,1606419.98
202503,MXZLO,USD,N,4000,17316
202503,MXZLO,USD,N,6000,23249.33
202503,MXZLO,USD,N,8000,25837.33
202503,MXZLO,USD,N,10000,31222.33
202503,MXZLO,USD,N,13000,36377.33
202503,MXZLO,USD,N,20000,45922.5
202503,MYPKG,MYR,N,4000,23159.33
202503,MYPKG,MYR,N,6000,29640.33
202503,MYPKG,MYR,N,8000,33921.67
202503,MYPKG,MYR,N,10000,38201.33
202503,MYPKG,MYR,N,13000,43937.67
202503,MYPKG,MYR,N,20000,54346.67
202503,NLRTM,EUR,N,4000,35491.33
202503,NLRTM,EUR,N,6000,48589.67
202503,NLRTM,EUR,N,8000,63909
202503,NLRTM,EUR,N,10000,69629
202503,NLRTM,EUR,N,13000,80944.67
202503,NLRTM,EUR,N,20000,103801
202503,OMSOH,USD,N,4000,9642.87
202503,OMSOH,USD,N,6000,11147.67
202503,OMSOH,USD,N,8000,12655.33
202503,OMSOH,USD,N,10000,14298
202503,OMSOH,USD,N,13000,17036
202503,OMSOH,USD,N,20000,21054.06
202503,PABLB,USD,N,4000,21443.67
202503,PABLB,USD,N,6000,26846.33
202503,PABLB,USD,N,8000,30907.67
202503,PABLB,USD,N,10000,35473.33
202503,PABLB,USD,N,13000,41819.67
202503,PABLB,USD,N,20000,56520
202503,PAMIT,USD,N,4000,17316
202503,PAMIT,USD,N,6000,23249.33
202503,PAMIT,USD,N,8000,25837.33
202503,PAMIT,USD,N,10000,31222.33
202503,PAMIT,USD,N,13000,36377.33
202503,PAMIT,USD,N,20000,45922.5
202503,PAROD,USD,N,4000,21443.67
202503,PAROD,USD,N,6000,26846.33
202503,PAROD,USD,N,8000,30907.67
202503,PAROD,USD,N,10000,35473.33
202503,PAROD,USD,N,13000,41819.67
202503,PAROD,USD,N,20000,56520
202503,PTLIS,EUR,N,4000,31551
202503,PTLIS,EUR,N,6000,42788.67
202503,PTLIS,EUR,N,8000,66550
202503,PTLIS,EUR,N,10000,78837.33
202503,PTLIS,EUR,N,13000,91585.67
202503,PTLIS,EUR,N,20000,137212.33
202503,QAHMD,USD,N,4000,8151.33
202503,QAHMD,USD,N,6000,9241
202503,QAHMD,USD,N,8000,10496
202503,QAHMD,USD,N,10000,11297.67
202503,QAHMD,USD,N,13000,12802
202503,QAHMD,USD,N,20000,15327.5
202503,SADMM,SAR,N,4000,20575.67
202503,SADMM,SAR,N,6000,26200
202503,SADMM,SAR,N,8000,31123
202503,SADMM,SAR,N,10000,33717.67
202503,SADMM,SAR,N,13000,39871
202503,SADMM,SAR,N,20000,52725.33
202503,SAJED,SAR,N,4000,20374
202503,SAJED,SAR,N,6000,26150.67
202503,SAJED,SAR,N,8000,30669.33
202503,SAJED,SAR,N,10000,33321.33
202503,SAJED,SAR,N,13000,39807.33
202503,SAJED,SAR,N,20000,52442.67
202503,SAJUB,SAR,N,4000,20375.67
202503,SAJUB,SAR,N,6000,26293.33
202503,SAJUB,SAR,N,8000,31069.67
202503,SAJUB,SAR,N,10000,33613.33
202503,SAJUB,SAR,N,13000,40083.33
202503,SAJUB,SAR,N,20000,52661.67
202503,SGSIN,SGD,N,4000,21763.7
202503,SGSIN,SGD,N,6000,26432.44
202503,SGSIN,SGD,N,8000,32357.19
202503,SGSIN,SGD,N,10000,36163.37
202503,SGSIN,SGD,N,13000,39561.22
202503,SGSIN,SGD,N,20000,51490.74
202503,THLCH,THB,N,4000,493463.69
202503,THLCH,THB,N,6000,729641.89
202503,THLCH,THB,N,8000,1071575
202503,THLCH,THB,N,10000,1245232.71
202503,THLCH,THB,N,13000,2028273.39
202503,THLCH,THB,N,20000,2559048.81
202503,TR,USD,Y,4000,28356.33
202503,TR,USD,Y,6000,34229.33
202503,TR,USD,Y,8000,77197
202503,TR,USD,Y,10000,137655.67
202503,TR,USD,Y,13000,162154.11
202503,TR,USD,Y,20000,200500
202503,TRALI,USD,N,4000,25726.24
202503,TRALI,USD,N,6000,35466.28
202503,TRALI,USD,N,8000,42399.73
202503,TRALI,USD,N,10000,48742.69
202503,TRALI,USD,N,13000,55353.32
202503,TRALI,USD,N,20000,75133.36
202503,TRGEM,USD,N,4000,32824.76
202503,TRGEM,USD,N,6000,45475.17
202503,TRGEM,USD,N,8000,53695.51
202503,TRGEM,USD,N,10000,60507.33
202503,TRGEM,USD,N,13000,68127.1
202503,TRGEM,USD,N,20000,86920.36
202503,TRIST,USD,N,4000,29316.03
202503,TRIST,USD,N,6000,40659.7
202503,TRIST,USD,N,8000,52126.49
202503,TRIST,USD,N,10000,64501.47
202503,TRIST,USD,N,13000,85557.95
202503,TRIST,USD,N,20000,119016.65
202503,TRIZT,USD,N,4000,32824.76
202503,TRIZT,USD,N,6000,45475.17
202503,TRIZT,USD,N,8000,53695.51
202503,TRIZT,USD,N,10000,60507.33
202503,TRIZT,USD,N,13000,68127.1
202503,TRIZT,USD,N,20000,86920.36
202503,TRMER,USD,N,4000,26115.89
202503,TRMER,USD,N,6000,36045.92
202503,TRMER,USD,N,8000,45832.71
202503,TRMER,USD,N,10000,52355.34
202503,TRMER,USD,N,13000,60587.3
202503,USCHS,USD,N,4000,22724.41
202503,TRMER,USD,N,20000,81372.67
202503,USCHS,USD,N,6000,28085.56
202503,USCHS,USD,N,8000,31118.42
202503,USCHS,USD,N,10000,34478.83
202503,USCHS,USD,N,13000,40756.23
202503,USCHS,USD,N,20000,43405
202503,TWKEL,TWD,N,4000,301393.3
202503,TWKEL,TWD,N,6000,421787.24
202503,TWKEL,TWD,N,8000,458458.96
202503,TWKEL,TWD,N,10000,685085
202503,TWKEL,TWD,N,13000,732210.67
202503,TWKEL,TWD,N,20000,850389.33
202503,TWKHH,TWD,N,4000,281226.17
202503,TWKHH,TWD,N,6000,349810.11
202503,TWKHH,TWD,N,8000,406268.22
202503,TWKHH,TWD,N,10000,523354.56
202503,TWKHH,TWD,N,13000,668419.67
202503,TWKHH,TWD,N,20000,743775.67
202503,USBAL,USD,N,4000,21536.33
202503,USBAL,USD,N,6000,26135
202503,USBAL,USD,N,8000,33227.67
202503,USBAL,USD,N,10000,38758.33
202503,USBAL,USD,N,13000,48364.33
202503,USBAL,USD,N,20000,60512.33
202503,USHOU,USD,N,4000,42908.52
202503,USHOU,USD,N,6000,55028.87
202503,USHOU,USD,N,8000,61863.4
202503,USHOU,USD,N,10000,63205.02
202503,USHOU,USD,N,13000,80913.77
202503,USHOU,USD,N,20000,116723.5
202503,USILM,USD,N,4000,23351.93
202503,USILM,USD,N,6000,31135.59
202503,USILM,USD,N,8000,40301.67
202503,USILM,USD,N,10000,46296.05
202503,USILM,USD,N,13000,55844.5
202503,USILM,USD,N,20000,68562
202503,USJAX,USD,N,4000,24066
202503,USJAX,USD,N,6000,26206.33
202503,USJAX,USD,N,8000,31250
202503,USJAX,USD,N,10000,36556
202503,USJAX,USD,N,13000,40106.33
202503,USJAX,USD,N,20000,53586.5
202503,USLAX,USD,N,4000,24930
202503,USLAX,USD,N,6000,26976.67
202503,USLAX,USD,N,8000,30347
202503,USLAX,USD,N,10000,32955
202503,USLAX,USD,N,13000,37626
202503,USLAX,USD,N,20000,42716
202503,USLGB,USD,N,4000,27481.67
202503,USLGB,USD,N,6000,29404.67
202503,USLGB,USD,N,8000,31833.33
202503,USLGB,USD,N,10000,35103.67
202503,USLGB,USD,N,13000,38851
202503,USLGB,USD,N,20000,43461.67
202503,USMIA,USD,N,4000,37435.46
202503,USMIA,USD,N,6000,47143.81
202503,USMIA,USD,N,8000,51668.15
202503,USMIA,USD,N,10000,67348.35
202503,USMIA,USD,N,13000,81397.36
202503,USMIA,USD,N,20000,102252.5
202503,USMOB,USD,N,4000,50895
202503,USMOB,USD,N,6000,64167
202503,USMOB,USD,N,8000,82646
202503,USMOB,USD,N,10000,95331
202503,USMOB,USD,N,13000,125250
202503,USMOB,USD,N,20000,136894
202503,USMSY,USD,N,4000,49013.67
202503,USMSY,USD,N,6000,63304
202503,USMSY,USD,N,8000,71298
202503,USMSY,USD,N,10000,77059.33
202503,USMSY,USD,N,13000,86539
202503,USMSY,USD,N,20000,98313.67
202503,USNYC,USD,N,4000,41328
202503,USNYC,USD,N,6000,47030.33
202503,USNYC,USD,N,8000,54154
202503,USNYC,USD,N,10000,57911
202503,USNYC,USD,N,13000,64316.33
202503,USNYC,USD,N,20000,103296.33
202503,USOAK,USD,N,4000,35449
202503,USOAK,USD,N,6000,40864
202503,USOAK,USD,N,8000,47008.67
202503,USOAK,USD,N,10000,54064.33
202503,USOAK,USD,N,13000,62968.33
202503,USOAK,USD,N,20000,74888.33
202503,USORF,USD,N,4000,21536.33
202503,USORF,USD,N,6000,26135
202503,USORF,USD,N,8000,33227.67
202503,USORF,USD,N,10000,38758.33
202503,USORF,USD,N,13000,48364.33
202503,USORF,USD,N,20000,60512.33
202503,USPEF,USD,N,4000,21145
202503,USPEF,USD,N,6000,24765.33
202503,USPEF,USD,N,8000,29573.67
202503,USPEF,USD,N,10000,32028.67
202503,USPEF,USD,N,13000,46192.33
202503,USPEF,USD,N,20000,91833
202503,USPHL,USD,N,4000,37689.67
202503,USPHL,USD,N,6000,52047.33
202503,USPHL,USD,N,8000,59030.33
202503,USPHL,USD,N,10000,66392.67
202503,USPHL,USD,N,13000,73843.67
202503,USPHL,USD,N,20000,82308
202503,USSAV,USD,N,4000,25229
202503,USSAV,USD,N,6000,30576.33
202503,USSAV,USD,N,8000,35795
202503,USSAV,USD,N,10000,39584.33
202503,USSAV,USD,N,13000,59907
202503,USSAV,USD,N,20000,83016.67
202503,USSEA,USD,N,4000,28320.67
202503,USSEA,USD,N,6000,30510.67
202503,USSEA,USD,N,8000,36097
202503,USSEA,USD,N,10000,41028.67
202503,USSEA,USD,N,13000,46188.67
202503,USSEA,USD,N,20000,52628.67
202503,USTIW,USD,N,4000,26983
202503,USTIW,USD,N,6000,30092.67
202503,USTIW,USD,N,8000,37848.33
202503,USTIW,USD,N,10000,42946
202503,USTIW,USD,N,13000,49021.33
202503,USTIW,USD,N,20000,56954.33
202503,VNCMP,USD,N,4000,25886.33
202503,VNCMP,USD,N,6000,30024.33
202503,VNCMP,USD,N,8000,36981
202503,VNCMP,USD,N,10000,44399.33
202503,VNCMP,USD,N,13000,56105.67
202503,VNCMP,USD,N,20000,69023.67
202503,VNHPH,USD,N,4000,28076.02
202503,VNHPH,USD,N,6000,37921.33
202503,VNHPH,USD,N,8000,50936.67
202503,VNHPH,USD,N,10000,56654.67
202503,VNHPH,USD,N,13000,71086.03
202503,VNHPH,USD,N,20000,94505.99
202503,VNVUT,USD,N,4000,25886.33
202503,VNVUT,USD,N,6000,30024.33
202503,VNVUT,USD,N,8000,36981
202503,VNVUT,USD,N,10000,44399.33
202503,VNVUT,USD,N,13000,56105.67
202503,VNVUT,USD,N,20000,69023.67
202503,ZAZBA,USD,N,4000,37435.46
202503,ZAZBA,USD,N,6000,47143.81
202503,ZAZBA,USD,N,8000,51668.15
202503,ZAZBA,USD,N,10000,67348.35
202503,ZAZBA,USD,N,13000,81397.36
202503,ZAZBA,USD,N,20000,102252.5
202504,AEAUH,AED,N,10000,44082
202504,AEAUH,AED,N,4000,27873.67
202504,AEAUH,AED,N,6000,33317
202504,AEAUH,AED,N,8000,38735
202504,AEAUH,AED,N,13000,56118.67
202504,AEAUH,AED,N,20000,68087.67
202504,AEJEA,AED,N,4000,28582
202504,AEJEA,AED,N,6000,35403
202504,AEJEA,AED,N,8000,43636.33
202504,AEJEA,AED,N,10000,50786
202504,AEJEA,AED,N,13000,62402.67
202504,AEJEA,AED,N,20000,81853
202504,BEANR,EUR,N,4000,38069.67
202504,BEANR,EUR,N,6000,48812.67
202504,BEANR,EUR,N,8000,55613.33
202504,BEANR,EUR,N,10000,63459.67
202504,BEANR,EUR,N,13000,72635.33
202504,BEANR,EUR,N,20000,89612.67
202504,CAHAL,CAD,N,4000,25032
202504,CAHAL,CAD,N,6000,38825
202504,CAHAL,CAD,N,8000,44625
202504,CAHAL,CAD,N,10000,48131
202504,CAHAL,CAD,N,13000,53616
202504,CAHAL,CAD,N,20000,64570
202504,CAPRR,CAD,N,4000,57440.33
202504,CAPRR,CAD,N,6000,73016.33
202504,CAPRR,CAD,N,8000,90086
202504,CAPRR,CAD,N,10000,109357.33
202504,CAPRR,CAD,N,13000,119134
202504,CASJB,CAD,N,8000,44625
202504,CAPRR,CAD,N,20000,136773.67
202504,CASJB,CAD,N,4000,25032
202504,CASJB,CAD,N,6000,38825
202504,CASJB,CAD,N,10000,48131
202504,CASJB,CAD,N,13000,53616
202504,CASJB,CAD,N,20000,64570
202504,CAVAN,CAD,N,4000,47683.67
202504,CAVAN,CAD,N,6000,51340.45
202504,CAVAN,CAD,N,8000,60003.33
202504,CAVAN,CAD,N,10000,73018
202504,CAVAN,CAD,N,13000,83497
202504,CAVAN,CAD,N,20000,92188.33
202504,CN,CNY,Y,4000,106186.4
202504,CN,CNY,Y,6000,149317.4
202504,CN,CNY,Y,8000,196514.73
202504,CN,CNY,Y,10000,309861.8
202504,CN,CNY,Y,13000,363708.6
202504,CN,CNY,Y,20000,499731.8
202504,CNNBO,CNY,N,4000,94732.44
202504,CNNBO,CNY,N,6000,118029.22
202504,CNNBO,CNY,N,8000,143721.19
202504,CNNBO,CNY,N,10000,169865.07
202504,CNNBO,CNY,N,13000,207256.8
202504,CNNBO,CNY,N,20000,280764.91
202504,CNNGB,CNY,N,4000,94732.44
202504,CNNGB,CNY,N,6000,118029.22
202504,CNNGB,CNY,N,8000,143721.19
202504,CNNGB,CNY,N,10000,169865.07
202504,CNNGB,CNY,N,13000,207256.8
202504,CNNGB,CNY,N,20000,280764.91
202504,CNNSA,CNY,N,4000,69816.61
202504,CNNSA,CNY,N,6000,84554.37
202504,CNNSA,CNY,N,8000,101445.79
202504,CNNSA,CNY,N,10000,126857.22
202504,CNNSA,CNY,N,13000,142980.54
202504,CNNSA,CNY,N,20000,185428.5
202504,CNNSS,CNY,N,4000,69816.61
202504,CNNSS,CNY,N,6000,84554.37
202504,CNNSS,CNY,N,8000,101445.79
202504,CNNSS,CNY,N,10000,126857.22
202504,CNNSS,CNY,N,13000,142980.54
202504,CNNSS,CNY,N,20000,185428.5
202504,CNSHA,CNY,N,4000,108445.94
202504,CNSHA,CNY,N,6000,145460.13
202504,CNSHA,CNY,N,8000,166906.34
202504,CNSHA,CNY,N,10000,205249.2
202504,CNSHA,CNY,N,13000,239540.16
202504,CNSHA,CNY,N,20000,332641.37
202504,CNSHG,CNY,N,4000,108445.94
202504,CNSHG,CNY,N,6000,145460.13
202504,CNSHG,CNY,N,8000,166906.34
202504,CNSHG,CNY,N,10000,205249.2
202504,CNSHG,CNY,N,13000,239540.16
202504,CNSHG,CNY,N,20000,332641.37
202504,CNTXG,CNY,N,4000,88179.37
202504,CNTXG,CNY,N,6000,99514.94
202504,CNTXG,CNY,N,8000,137643.53
202504,CNTXG,CNY,N,10000,172415.15
202504,CNTXG,CNY,N,13000,196333.64
202504,CNTXG,CNY,N,20000,260318.8
202504,CNSHK,CNY,N,4000,79580.56
202504,CNSHK,CNY,N,6000,106449.75
202504,CNSHK,CNY,N,8000,117437.2
202504,CNSHK,CNY,N,10000,134838.63
202504,CNSHK,CNY,N,13000,150011.92
202504,CNSHK,CNY,N,20000,184086.96
202504,CNTAO,CNY,N,4000,88179.37
202504,CNTAO,CNY,N,6000,99514.94
202504,CNTAO,CNY,N,8000,137643.53
202504,CNTAO,CNY,N,10000,172415.15
202504,CNTAO,CNY,N,13000,196333.64
202504,CNTAO,CNY,N,20000,260318.8
202504,CNXMN,CNY,N,4000,80455.52
202504,CNXMN,CNY,N,6000,91038
202504,CNXMN,CNY,N,8000,109413.94
202504,CNXMN,CNY,N,10000,135379.4
202504,CNXMN,CNY,N,13000,150240.54
202504,CNXMN,CNY,N,20000,212531.76
202504,CNYSA,CNY,N,4000,94448.97
202504,CNYSA,CNY,N,6000,118934.56
202504,CNYSA,CNY,N,8000,137653.14
202504,CNYSA,CNY,N,10000,158366.4
202504,CNYSA,CNY,N,13000,187568.95
202504,CNYSA,CNY,N,20000,268335.22
202504,CNYTN,CNY,N,4000,61844.39
202504,CNYTN,CNY,N,6000,75455.17
202504,CNYTN,CNY,N,8000,86729.39
202504,CNYTN,CNY,N,10000,107491.3
202504,CNYTN,CNY,N,13000,118887.65
202504,CNYTN,CNY,N,20000,163463.8
202504,CNZOS,CNY,N,4000,94732.44
202504,CNZOS,CNY,N,6000,118029.22
202504,CNZOS,CNY,N,8000,143721.19
202504,CNZOS,CNY,N,10000,169865.07
202504,CNZOS,CNY,N,13000,207256.8
202504,CNZOS,CNY,N,20000,280764.91
202504,COBUN,USD,N,4000,14555.43
202504,COBUN,USD,N,6000,17444.61
202504,COBUN,USD,N,8000,21822.02
202504,COBUN,USD,N,10000,25222.48
202504,COBUN,USD,N,13000,29723.23
202504,COBUN,USD,N,20000,38683.5
202504,COCNR,USD,N,4000,14555.43
202504,COCNR,USD,N,6000,17444.61
202504,COCNR,USD,N,8000,21822.02
202504,COCNR,USD,N,10000,25222.48
202504,COCNR,USD,N,13000,29723.23
202504,COCNR,USD,N,20000,38683.5
202504,COCTG,USD,N,4000,14555.43
202504,COCTG,USD,N,6000,17444.61
202504,COCTG,USD,N,8000,21822.02
202504,COCTG,USD,N,10000,25222.48
202504,COCTG,USD,N,13000,29723.23
202504,COCTG,USD,N,20000,38683.5
202504,COSPC,USD,N,4000,14555.43
202504,COSPC,USD,N,6000,17444.61
202504,COSPC,USD,N,8000,21822.02
202504,COSPC,USD,N,10000,25222.48
202504,COSPC,USD,N,13000,29723.23
202504,COSPC,USD,N,20000,38683.5
202504,DEBRV,EUR,N,4000,47316
202504,DEBRV,EUR,N,6000,54052.33
202504,DEBRV,EUR,N,8000,67382.07
202504,DEBRV,EUR,N,10000,79285.33
202504,DEHAM,EUR,N,6000,54052.33
202504,DEBRV,EUR,N,13000,92138.67
202504,DEBRV,EUR,N,20000,102209.33
202504,DEHAM,EUR,N,4000,47316
202504,DEHAM,EUR,N,8000,67382.07
202504,DEHAM,EUR,N,10000,79285.33
202504,DEHAM,EUR,N,13000,92138.67
202504,DEHAM,EUR,N,20000,102209.33
202504,DEWVN,EUR,N,4000,47316
202504,DEWVN,EUR,N,6000,54052.33
202504,DEWVN,EUR,N,8000,67382.07
202504,DEWVN,EUR,N,10000,79285.33
202504,DEWVN,EUR,N,13000,92138.67
202504,DEWVN,EUR,N,20000,102209.33
202504,DOCAU,USD,N,4000,16116.67
202504,DOCAU,USD,N,6000,17861.33
202504,DOCAU,USD,N,8000,24550
202504,DOCAU,USD,N,10000,27999
202504,DOCAU,USD,N,13000,22780
202504,DOCAU,USD,N,20000,0
202504,EGDAM,USD,N,4000,40305.33
202504,EGDAM,USD,N,6000,57203
202504,EGDAM,USD,N,8000,70000
202504,EGDAM,USD,N,10000,82675
202504,EGDAM,USD,N,13000,103598.67
202504,EGDAM,USD,N,20000,149935.67
202504,EGSOK,USD,N,4000,46883
202504,EGSOK,USD,N,6000,66141.33
202504,EGSOK,USD,N,8000,80405.67
202504,EGSOK,USD,N,10000,89882
202504,EGSOK,USD,N,13000,113800.33
202504,EGSOK,USD,N,20000,150809
202504,ESAGP,EUR,N,4000,31551
202504,ESAGP,EUR,N,6000,42788.67
202504,ESAGP,EUR,N,8000,66550
202504,ESAGP,EUR,N,10000,78837.33
202504,ESAGP,EUR,N,13000,91585.67
202504,ESAGP,EUR,N,20000,137212.33
202504,ESALG,EUR,N,4000,20003.33
202504,ESALG,EUR,N,6000,29854.74
202504,ESALG,EUR,N,8000,38914.74
202504,ESALG,EUR,N,10000,46615.71
202504,ESALG,EUR,N,13000,59288.13
202504,ESALG,EUR,N,20000,81814.62
202504,ESBCN,EUR,N,4000,28535
202504,ESBCN,EUR,N,6000,35536.67
202504,ESBCN,EUR,N,8000,48840.67
202504,ESBCN,EUR,N,10000,54703.67
202504,ESBCN,EUR,N,13000,62977.82
202504,ESBCN,EUR,N,20000,96044.33
202504,ESVLC,EUR,N,4000,31551
202504,ESVLC,EUR,N,6000,42788.67
202504,ESVLC,EUR,N,8000,66550
202504,ESVLC,EUR,N,10000,78837.33
202504,ESVLC,EUR,N,13000,91585.67
202504,ESVLC,EUR,N,20000,137212.33
202504,FRFOS,EUR,N,4000,32886.33
202504,FRFOS,EUR,N,6000,45220.33
202504,FRFOS,EUR,N,8000,56491
202504,FRFOS,EUR,N,10000,63093.67
202504,FRFOS,EUR,N,13000,97504
202504,FRFOS,EUR,N,20000,125728
202504,FRLEH,EUR,N,4000,37574.33
202504,FRLEH,EUR,N,6000,47940
202504,FRLEH,EUR,N,8000,67780
202504,FRLEH,EUR,N,10000,72449
202504,FRLEH,EUR,N,13000,90134
202504,FRLEH,EUR,N,20000,121459.5
202504,GRPIR,EUR,N,4000,14683.33
202504,GRPIR,EUR,N,6000,18616.67
202504,GRPIR,EUR,N,8000,24142
202504,GRPIR,EUR,N,10000,29942.67
202504,GRPIR,EUR,N,13000,34540.67
202504,GRPIR,EUR,N,20000,41090.33
202504,GBLGP,GBP,N,4000,28938.33
202504,GBLGP,GBP,N,6000,37771
202504,GBLGP,GBP,N,8000,48843.33
202504,GBLGP,GBP,N,10000,53815
202504,GBLGP,GBP,N,13000,60700.67
202504,GBLGP,GBP,N,20000,78051.67
202504,GBSOU,GBP,N,4000,20816.33
202504,GBSOU,GBP,N,6000,23850
202504,GBSOU,GBP,N,8000,32706.67
202504,GBSOU,GBP,N,10000,34311.33
202504,GBSOU,GBP,N,13000,37088.33
202504,GBSOU,GBP,N,20000,43334.33
202504,GTPRQ,USD,N,4000,15000
202504,GTPRQ,USD,N,6000,18000
202504,GTPRQ,USD,N,8000,22000
202504,GTPRQ,USD,N,10000,26000
202504,GTPRQ,USD,N,13000,30000
202504,GTPRQ,USD,N,20000,40000
202504,HKHKG,HKD,N,4000,75322.21
202504,HKHKG,HKD,N,6000,86612.25
202504,HKHKG,HKD,N,8000,95070.74
202504,HKHKG,HKD,N,10000,113479.05
202504,HKHKG,HKD,N,13000,133541.99
202504,HKHKG,HKD,N,20000,175139.09
202504,ILASH,ILS,N,4000,118694.67
202504,ILASH,ILS,N,6000,126660.67
202504,ILASH,ILS,N,8000,175484
202504,ILASH,ILS,N,10000,186474.67
202504,ILASH,ILS,N,13000,211835.33
202504,ILASH,ILS,N,20000,218637
202504,ILHFA,ILS,N,4000,118694.67
202504,ILHFA,ILS,N,6000,126660.67
202504,ILHFA,ILS,N,8000,175484
202504,ILHFA,ILS,N,10000,186474.67
202504,ILHFA,ILS,N,13000,211835.33
202504,ILHFA,ILS,N,20000,218637
202504,INNSA,USD,N,4000,47731.9
202504,INNSA,USD,N,6000,70342.86
202504,INNSA,USD,N,8000,89910.15
202504,INNSA,USD,N,10000,101922.67
202504,INNSA,USD,N,13000,122933.5
202504,INNSA,USD,N,20000,176502.5
202504,INPAV,USD,N,4000,46597.8
202504,INPAV,USD,N,6000,69396.46
202504,INPAV,USD,N,8000,91012.07
202504,INPAV,USD,N,10000,107556.69
202504,INPAV,USD,N,13000,132831.5
202504,INPAV,USD,N,20000,189088
202504,IQUQR,USD,N,4000,40053.33
202504,IQUQR,USD,N,6000,58540.33
202504,IQUQR,USD,N,8000,83724.67
202504,ITGIT,EUR,N,4000,34597.89
202504,ITGIT,EUR,N,6000,41694.44
202504,ITGIT,EUR,N,8000,60226.11
202504,ITGIT,EUR,N,10000,77080.22
202504,ITGIT,EUR,N,13000,98341.89
202504,ITGIT,EUR,N,20000,104157.33
202504,ITSAL,EUR,N,4000,34597.89
202504,ITSAL,EUR,N,6000,41694.44
202504,ITSAL,EUR,N,8000,60226.11
202504,ITSAL,EUR,N,10000,77080.22
202504,ITSAL,EUR,N,13000,98341.89
202504,ITSAL,EUR,N,20000,104157.33
202504,ITSPE,EUR,N,4000,34850.83
