base_year_month,nominal_capacity,port_stay_bunker_consumption,idling_bunker_consumption,pilot_inout_bunker_consumption
202502,3110,0.32,0,1.2
202502,3120,0.32,0,1.2
202502,3130,0.32,0,1.2
202502,3140,0.32,0,1.2
202502,3150,0.32,0,1.2
202502,3160,0.32,0,1.2
202502,3170,0.32,0,1.2
202502,3180,0.32,0,1.2
202502,3220,0.32,0,1.2
202502,3190,0.32,0,1.2
202502,3200,0.32,0,1.2
202502,3210,0.32,0,1.2
202502,3230,0.32,0,1.2
202502,3240,0.32,0,1.2
202502,3250,0.32,0,1.2
202502,3260,0.32,0,1.2
202502,3270,0.32,0,1.2
202502,3280,0.32,0,1.2
202502,3290,0.32,0,1.2
202502,3300,0.32,0,1.2
202502,3310,0.32,0,1.2
202502,3320,0.32,0,1.2
202502,3330,0.32,0,1.2
202502,3340,0.32,0,1.2
202502,3350,0.32,0,1.2
202502,3360,0.32,0,1.2
202502,3370,0.32,0,1.2
202502,3380,0.32,0,1.2
202502,3390,0.32,0,1.2
202502,3400,0.32,0,1.2
202502,3410,0.32,0,1.2
202502,3420,0.32,0,1.2
202502,3430,0.32,0,1.2
202502,3440,0.32,0,1.2
202502,3450,0.32,0,1.2
202502,3460,0.32,0,1.2
202502,3470,0.32,0,1.2
202502,3480,0.32,0,1.2
202502,3490,0.32,0,1.2
202502,3500,0.32,0,1.2
202502,3510,0.32,0,1.2
202502,3520,0.32,0,1.2
202502,3530,0.32,0,1.2
202502,3540,0.32,0,1.2
202502,3550,0.32,0,1.2
202502,3560,0.32,0,1.2
202502,3570,0.32,0,1.2
202502,3580,0.32,0,1.2
202502,3590,0.32,0,1.2
202502,3600,0.32,0,1.2
202502,3610,0.32,0,1.2
202502,3620,0.32,0,1.2
202502,3630,0.32,0,1.2
202502,3640,0.32,0,1.2
202502,3650,0.32,0,1.2
202502,3660,0.32,0,1.2
202502,3670,0.32,0,1.2
202502,3680,0.32,0,1.2
202502,3690,0.32,0,1.2
202502,3700,0.32,0,1.2
202502,3710,0.32,0,1.2
202502,3720,0.32,0,1.2
202502,3730,0.32,0,1.2
202502,3740,0.32,0,1.2
202502,3750,0.44,0,1.8
202502,3760,0.44,0,1.8
202502,3770,0.44,0,1.8
202502,3780,0.44,0,1.8
202502,3790,0.44,0,1.8
202502,3800,0.44,0,1.8
202502,3810,0.44,0,1.8
202502,3820,0.44,0,1.8
202502,3830,0.44,0,1.8
202502,3840,0.44,0,1.8
202502,3850,0.44,0,1.8
202502,3860,0.44,0,1.8
202502,3870,0.44,0,1.8
202502,3880,0.44,0,1.8
202502,3890,0.44,0,1.8
202502,3900,0.44,0,1.8
202502,3910,0.44,0,1.8
202502,3920,0.44,0,1.8
202502,3930,0.44,0,1.8
202502,3940,0.44,0,1.8
202502,3950,0.44,0,1.8
202502,3960,0.44,0,1.8
202502,3970,0.44,0,1.8
202502,3980,0.44,0,1.8
202502,3990,0.44,0,1.8
202502,4000,0.44,0,1.8
202502,4010,0.44,0,1.8
202502,4020,0.44,0,1.8
202502,4030,0.44,0,1.8
202502,4040,0.44,0,1.8
202502,4050,0.44,0,1.8
202502,4060,0.44,0,1.8
202502,4070,0.44,0,1.8
202502,4080,0.44,0,1.8
202502,4090,0.44,0,1.8
202502,4100,0.44,0,1.8
202502,4110,0.44,0,1.8
202502,4120,0.44,0,1.8
202502,4130,0.44,0,1.8
202502,4140,0.44,0,1.8
202502,4150,0.44,0,1.8
202502,4160,0.44,0,1.8
202502,4170,0.44,0,1.8
202502,4180,0.44,0,1.8
202502,4190,0.44,0,1.8
202502,4200,0.44,0,1.8
202502,4210,0.44,0,1.8
202502,4220,0.44,0,1.8
202502,4230,0.44,0,1.8
202502,4240,0.44,0,1.8
202502,4250,0.44,0,1.8
202502,4260,0.44,0,1.8
202502,4270,0.44,0,1.8
202502,4280,0.44,0,1.8
202502,4290,0.44,0,1.8
202502,4300,0.44,0,1.8
202502,4310,0.44,0,1.8
202502,4320,0.44,0,1.8
202502,4330,0.44,0,1.8
202502,4340,0.44,0,1.8
202502,4350,0.44,0,1.8
202502,4360,0.44,0,1.8
202502,4370,0.44,0,1.8
202502,4410,0.44,0,1.8
202502,4380,0.44,0,1.8
202502,4390,0.44,0,1.8
202502,4400,0.44,0,1.8
202502,4420,0.44,0,1.8
202502,4430,0.44,0,1.8
202502,4440,0.44,0,1.8
202502,4450,0.44,0,1.8
202502,4460,0.44,0,1.8
202502,4470,0.44,0,1.8
202502,4480,0.44,0,1.8
202502,4490,0.44,0,1.8
202502,4500,0.44,0,1.8
202502,4510,0.44,0,1.8
202502,4520,0.44,0,1.8
202502,4530,0.44,0,1.8
202502,4540,0.44,0,1.8
202502,4550,0.44,0,1.8
202502,4560,0.44,0,1.8
202502,4570,0.44,0,1.8
202502,4580,0.44,0,1.8
202502,4590,0.44,0,1.8
202502,4600,0.44,0,1.8
202502,4610,0.44,0,1.8
202502,4620,0.44,0,1.8
202502,4630,0.44,0,1.8
202502,4640,0.44,0,1.8
202502,4650,0.44,0,1.8
202502,4660,0.44,0,1.8
202502,4670,0.44,0,1.8
202502,4680,0.44,0,1.8
202502,4690,0.44,0,1.8
202502,4700,0.44,0,1.8
202502,4710,0.44,0,1.8
202502,4720,0.44,0,1.8
202502,4730,0.44,0,1.8
202502,4740,0.44,0,1.8
202502,4750,0.44,0,1.8
202502,4760,0.44,0,1.8
202502,4770,0.44,0,1.8
202502,4780,0.44,0,1.8
202502,4790,0.44,0,1.8
202502,4800,0.44,0,1.8
202502,4810,0.44,0,1.8
202502,4820,0.44,0,1.8
202502,4830,0.44,0,1.8
202502,4840,0.44,0,1.8
202502,4850,0.44,0,1.8
202502,4860,0.44,0,1.8
202502,4870,0.44,0,1.8
202502,4880,0.44,0,1.8
202502,4890,0.44,0,1.8
202502,4900,0.44,0,1.8
202502,4910,0.44,0,1.8
202502,4920,0.44,0,1.8
202502,4930,0.44,0,1.8
202502,4940,0.44,0,1.8
202502,4950,0.44,0,1.8
202502,4960,0.44,0,1.8
202502,4970,0.44,0,1.8
202502,4980,0.44,0,1.8
202502,4990,0.44,0,1.8
202502,5000,0.44,0,1.8
202502,5010,0.44,0,1.8
202502,5020,0.44,0,1.8
202502,5030,0.44,0,1.8
202502,5040,0.44,0,1.8
202502,5050,0.44,0,1.8
202502,5060,0.44,0,1.8
202502,5070,0.44,0,1.8
202502,5080,0.44,0,1.8
202502,5090,0.44,0,1.8
202502,5100,0.44,0,1.8
202502,5110,0.44,0,1.8
202502,5120,0.44,0,1.8
202502,5130,0.44,0,1.8
202502,5140,0.44,0,1.8
202502,5150,0.44,0,1.8
202502,5160,0.44,0,1.8
202502,5170,0.44,0,1.8
202502,5180,0.44,0,1.8
202502,5190,0.44,0,1.8
202502,5200,0.44,0,1.8
202502,5210,0.44,0,1.8
202502,5220,0.44,0,1.8
202502,5230,0.44,0,1.8
202502,5240,0.44,0,1.8
202502,5250,0.44,0,1.8
202502,5260,0.44,0,1.8
202502,5270,0.44,0,1.8
202502,5280,0.44,0,1.8
202502,5290,0.44,0,1.8
202502,5300,0.44,0,1.8
202502,5310,0.44,0,1.8
202502,5320,0.44,0,1.8
202502,5330,0.44,0,1.8
202502,5340,0.44,0,1.8
202502,5350,0.44,0,1.8
202502,5360,0.44,0,1.8
202502,5370,0.44,0,1.8
202502,5380,0.44,0,1.8
202502,5390,0.44,0,1.8
202502,5400,0.49,0,1.9
202502,5410,0.49,0,1.9
202502,5420,0.49,0,1.9
202502,5430,0.49,0,1.9
202502,5440,0.49,0,1.9
202502,5450,0.49,0,1.9
202502,5460,0.49,0,1.9
202502,5470,0.49,0,1.9
202502,5480,0.49,0,1.9
202502,5490,0.49,0,1.9
202502,5500,0.49,0,1.9
202502,5510,0.49,0,1.9
202502,5520,0.49,0,1.9
202502,5530,0.49,0,1.9
202502,5540,0.49,0,1.9
202502,5550,0.49,0,1.9
202502,5560,0.49,0,1.9
202502,5600,0.49,0,1.9
202502,5570,0.49,0,1.9
202502,5580,0.49,0,1.9
202502,5590,0.49,0,1.9
202502,5610,0.49,0,1.9
202502,5620,0.49,0,1.9
202502,5630,0.49,0,1.9
202502,5640,0.49,0,1.9
202502,5650,0.49,0,1.9
202502,5660,0.49,0,1.9
202502,5670,0.49,0,1.9
202502,5680,0.49,0,1.9
202502,5690,0.49,0,1.9
202502,5700,0.49,0,1.9
202502,5710,0.49,0,1.9
202502,5720,0.49,0,1.9
202502,5730,0.49,0,1.9
202502,5740,0.49,0,1.9
202502,5750,0.49,0,1.9
202502,5760,0.49,0,1.9
202502,5770,0.49,0,1.9
202502,5780,0.49,0,1.9
202502,5790,0.49,0,1.9
202502,5800,0.49,0,1.9
202502,5810,0.49,0,1.9
202502,5820,0.49,0,1.9
202502,5830,0.49,0,1.9
202502,5840,0.49,0,1.9
202502,5850,0.49,0,1.9
202502,5860,0.49,0,1.9
202502,5870,0.49,0,1.9
202502,5880,0.49,0,1.9
202502,5890,0.49,0,1.9
202502,5900,0.49,0,1.9
202502,5910,0.49,0,1.9
202502,5920,0.49,0,1.9
202502,5930,0.49,0,1.9
202502,5940,0.49,0,1.9
202502,5950,0.49,0,1.9
202502,5960,0.49,0,1.9
202502,5970,0.49,0,1.9
202502,5980,0.49,0,1.9
202502,5990,0.49,0,1.9
202502,6000,0.49,0,1.9
202502,6010,0.49,0,1.9
202502,6020,0.49,0,1.9
202502,6030,0.49,0,1.9
202502,6040,0.49,0,1.9
202502,6050,0.49,0,1.9
202502,6060,0.49,0,1.9
202502,6070,0.49,0,1.9
202502,6080,0.49,0,1.9
202502,6090,0.49,0,1.9
202502,6100,0.49,0,1.9
202502,6110,0.49,0,1.9
202502,6120,0.49,0,1.9
202502,6130,0.49,0,1.9
202502,6140,0.49,0,1.9
202502,6150,0.49,0,1.9
202502,6160,0.49,0,1.9
202502,6170,0.49,0,1.9
202502,6180,0.49,0,1.9
202502,6190,0.49,0,1.9
202502,6200,0.49,0,1.9
202502,6210,0.49,0,1.9
202502,6220,0.49,0,1.9
202502,6230,0.49,0,1.9
202502,6240,0.49,0,1.9
202502,6250,0.49,0,1.9
202502,6260,0.49,0,1.9
202502,6270,0.49,0,1.9
202502,6280,0.49,0,1.9
202502,6290,0.49,0,1.9
202502,6300,0.49,0,1.9
202502,6310,0.49,0,1.9
202502,6320,0.49,0,1.9
202502,6330,0.49,0,1.9
202502,6340,0.49,0,1.9
202502,6350,0.49,0,1.9
202502,6360,0.49,0,1.9
202502,6370,0.49,0,1.9
202502,6380,0.49,0,1.9
202502,6390,0.49,0,1.9
202502,6400,0.49,0,1.9
202502,6410,0.49,0,1.9
202502,6420,0.49,0,1.9
202502,6430,0.49,0,1.9
202502,6440,0.49,0,1.9
202502,6450,0.49,0,1.9
202502,6460,0.49,0,1.9
202502,6470,0.49,0,1.9
202502,6480,0.49,0,1.9
202502,6490,0.49,0,1.9
202502,6500,0.49,0,1.95
202502,6510,0.49,0,1.95
202502,6520,0.49,0,1.95
202502,6530,0.49,0,1.95
202502,6540,0.49,0,1.95
202502,6550,0.49,0,1.95
202502,6560,0.49,0,1.95
202502,6570,0.49,0,1.95
202502,6580,0.49,0,1.95
202502,6590,0.49,0,1.95
202502,6600,0.49,0,1.95
202502,6610,0.49,0,1.95
202502,6620,0.49,0,1.95
202502,6630,0.49,0,1.95
202502,6640,0.49,0,1.95
202502,6650,0.49,0,1.95
202502,6660,0.49,0,1.95
202502,6670,0.49,0,1.95
202502,6680,0.49,0,1.95
202502,6690,0.49,0,1.95
202502,6700,0.49,0,1.95
202502,6710,0.49,0,1.95
202502,6720,0.49,0,1.95
202502,6730,0.49,0,1.95
202502,6740,0.49,0,1.95
202502,6750,0.49,0,1.95
202502,6790,0.49,0,1.95
202502,6760,0.49,0,1.95
202502,6770,0.49,0,1.95
202502,6780,0.49,0,1.95
202502,6800,0.49,0,1.95
202502,6810,0.49,0,1.95
202502,6820,0.49,0,1.95
202502,6830,0.49,0,1.95
202502,6840,0.49,0,1.95
202502,6850,0.49,0,1.95
202502,6860,0.49,0,1.95
202502,6870,0.49,0,1.95
202502,6880,0.49,0,1.95
202502,6890,0.49,0,1.95
202502,6900,0.49,0,1.95
202502,6910,0.49,0,1.95
202502,6920,0.49,0,1.95
202502,6930,0.49,0,1.95
202502,6940,0.49,0,1.95
202502,6950,0.49,0,1.95
202502,6960,0.49,0,1.95
202502,6970,0.49,0,1.95
202502,6980,0.49,0,1.95
202502,6990,0.49,0,1.95
202502,7000,0.49,0,1.95
202502,7010,0.49,0,1.95
202502,7020,0.49,0,1.95
202502,7030,0.49,0,1.95
202502,7040,0.49,0,1.95
202502,7050,0.49,0,1.95
202502,7060,0.49,0,1.95
202502,7070,0.49,0,1.95
202502,7080,0.49,0,1.95
202502,7090,0.49,0,1.95
202502,7100,0.49,0,1.95
202502,7110,0.49,0,1.95
202502,7120,0.49,0,1.95
202502,7130,0.49,0,1.95
202502,7140,0.49,0,1.95
202502,7150,0.49,0,1.95
202502,7160,0.49,0,1.95
202502,7170,0.49,0,1.95
202502,7180,0.49,0,1.95
202502,7190,0.49,0,1.95
202502,7200,0.49,0,2.07
202502,7210,0.49,0,2.07
202502,7220,0.49,0,2.07
202502,7230,0.49,0,2.07
202502,7240,0.49,0,2.07
202502,7250,0.49,0,2.07
202502,7260,0.49,0,2.07
202502,7270,0.49,0,2.07
202502,7280,0.49,0,2.07
202502,7290,0.49,0,2.07
202502,7300,0.49,0,2.07
202502,7310,0.49,0,2.07
202502,7320,0.49,0,2.07
202502,7330,0.49,0,2.07
202502,7340,0.49,0,2.07
202502,7350,0.49,0,2.07
202502,7360,0.49,0,2.07
202502,7370,0.49,0,2.07
202502,7380,0.49,0,2.07
202502,7390,0.49,0,2.07
202502,7400,0.49,0,2.07
202502,7410,0.49,0,2.07
202502,7420,0.49,0,2.07
202502,7430,0.49,0,2.07
202502,7440,0.49,0,2.07
202502,7450,0.49,0,2.07
202502,7460,0.49,0,2.07
202502,7470,0.49,0,2.07
202502,7480,0.49,0,2.07
202502,7490,0.49,0,2.07
202502,7500,0.51,0,2.12
202502,7510,0.51,0,2.12
202502,7520,0.51,0,2.12
202502,7530,0.51,0,2.12
202502,7540,0.51,0,2.12
202502,7550,0.51,0,2.12
202502,7560,0.51,0,2.12
202502,7570,0.51,0,2.12
202502,7580,0.51,0,2.12
202502,7590,0.51,0,2.12
202502,7600,0.51,0,2.12
202502,7610,0.51,0,2.12
202502,7620,0.51,0,2.12
202502,7630,0.51,0,2.12
202502,7640,0.51,0,2.12
202502,7650,0.51,0,2.12
202502,7660,0.51,0,2.12
202502,7670,0.51,0,2.12
202502,7680,0.51,0,2.12
202502,7690,0.51,0,2.12
202502,7700,0.51,0,2.12
202502,7710,0.51,0,2.12
202502,7720,0.51,0,2.12
202502,7730,0.51,0,2.12
202502,7740,0.51,0,2.12
202502,7750,0.51,0,2.12
202502,7760,0.51,0,2.12
202502,7770,0.51,0,2.12
202502,7780,0.51,0,2.12
202502,7790,0.51,0,2.12
202502,7800,0.51,0,2.12
202502,7810,0.51,0,2.12
202502,7820,0.51,0,2.12
202502,7830,0.51,0,2.12
202502,7840,0.51,0,2.12
202502,7850,0.51,0,2.12
202502,7860,0.51,0,2.12
202502,7870,0.51,0,2.12
202502,7880,0.51,0,2.12
202502,7890,0.51,0,2.12
202502,7900,0.51,0,2.12
202502,7910,0.51,0,2.12
202502,7920,0.51,0,2.12
202502,7930,0.51,0,2.12
202502,7940,0.51,0,2.12
202502,7980,0.51,0,2.12
202502,7950,0.51,0,2.12
202502,7960,0.51,0,2.12
202502,7970,0.51,0,2.12
202502,7990,0.51,0,2.12
202502,8000,0.51,0,2.12
202502,8010,0.51,0,2.12
202502,8020,0.51,0,2.12
202502,8030,0.51,0,2.12
202502,8040,0.51,0,2.12
202502,8050,0.51,0,2.12
202502,8060,0.51,0,2.12
202502,8070,0.51,0,2.12
202502,8080,0.51,0,2.12
202502,8090,0.51,0,2.12
202502,8100,0.51,0,2.12
202502,8110,0.51,0,2.12
202502,8120,0.51,0,2.12
202502,8130,0.51,0,2.12
202502,8140,0.51,0,2.12
202502,8150,0.51,0,2.12
202502,8160,0.51,0,2.12
202502,8170,0.51,0,2.12
202502,8180,0.51,0,2.12
202502,8190,0.51,0,2.12
202502,8200,0.51,0,2.12
202502,8210,0.51,0,2.12
202502,8220,0.51,0,2.12
202502,8230,0.51,0,2.12
202502,8240,0.51,0,2.12
202502,8250,0.51,0,2.12
202502,8260,0.51,0,2.12
202502,8270,0.51,0,2.12
202502,8280,0.51,0,2.12
202502,8290,0.51,0,2.12
202502,8300,0.51,0,2.12
202502,8310,0.51,0,2.12
202502,8320,0.51,0,2.12
202502,8330,0.51,0,2.12
202502,8340,0.51,0,2.12
202502,8350,0.51,0,2.12
202502,8360,0.51,0,2.12
202502,8370,0.51,0,2.12
202502,8380,0.51,0,2.12
202502,8390,0.51,0,2.12
202502,8400,0.51,0,2.12
202502,8410,0.51,0,2.12
202502,8420,0.51,0,2.12
202502,8430,0.51,0,2.12
202502,8440,0.51,0,2.12
202502,8450,0.51,0,2.12
202502,8460,0.51,0,2.12
202502,8470,0.51,0,2.12
202502,8480,0.51,0,2.12
202502,8490,0.51,0,2.12
202502,8500,0.51,0,2.12
202502,8510,0.51,0,2.12
202502,8520,0.51,0,2.12
202502,8530,0.51,0,2.12
202502,8540,0.51,0,2.12
202502,8550,0.51,0,2.12
202502,8560,0.51,0,2.12
202502,8570,0.51,0,2.12
202502,8580,0.51,0,2.12
202502,8590,0.51,0,2.12
202502,8600,0.51,0,2.12
202502,8610,0.51,0,2.12
202502,8620,0.51,0,2.12
202502,8630,0.51,0,2.12
202502,8640,0.51,0,2.12
202502,8650,0.51,0,2.12
202502,8660,0.51,0,2.12
202502,8670,0.51,0,2.12
202502,8680,0.51,0,2.12
202502,8690,0.51,0,2.12
202502,8700,0.51,0,2.12
202502,8710,0.51,0,2.12
202502,8720,0.51,0,2.12
202502,8730,0.51,0,2.12
202502,8740,0.51,0,2.12
202502,8750,0.51,0,2.12
202502,8760,0.51,0,2.12
202502,8770,0.51,0,2.12
202502,8780,0.51,0,2.12
202502,8790,0.51,0,2.12
202502,8800,0.69,0,2.21
202502,8810,0.69,0,2.21
202502,8820,0.69,0,2.21
202502,8830,0.69,0,2.21
202502,8840,0.69,0,2.21
202502,8850,0.69,0,2.21
202502,8860,0.69,0,2.21
202502,8870,0.69,0,2.21
202502,8880,0.69,0,2.21
202502,8890,0.69,0,2.21
202502,8900,0.69,0,2.21
202502,8910,0.69,0,2.21
202502,8920,0.69,0,2.21
202502,8930,0.69,0,2.21
202502,8940,0.69,0,2.21
202502,8950,0.69,0,2.25
202502,8960,0.69,0,2.25
202502,8970,0.69,0,2.25
202502,8980,0.69,0,2.25
202502,8990,0.69,0,2.25
202502,9000,0.69,0,2.25
202502,9010,0.69,0,2.25
202502,9020,0.69,0,2.25
202502,9030,0.69,0,2.25
202502,9040,0.69,0,2.25
202502,9050,0.69,0,2.25
202502,9060,0.69,0,2.25
202502,9070,0.69,0,2.25
202502,9080,0.69,0,2.25
202502,9090,0.69,0,2.25
202502,9100,0.69,0,2.25
202502,9110,0.69,0,2.25
202502,9120,0.69,0,2.25
202502,9130,0.69,0,2.25
202502,9170,0.69,0,2.25
202502,9140,0.69,0,2.25
202502,9150,0.69,0,2.25
202502,9160,0.69,0,2.25
202502,9180,0.69,0,2.25
202502,9190,0.69,0,2.25
202502,9200,0.69,0,2.25
202502,9210,0.69,0,2.25
202502,9220,0.69,0,2.25
202502,9230,0.69,0,2.25
202502,9240,0.69,0,2.25
202502,9250,0.69,0,2.25
202502,9260,0.69,0,2.25
202502,9270,0.69,0,2.25
202502,9280,0.69,0,2.25
202502,9290,0.69,0,2.25
202502,9300,0.69,0,2.25
202502,9310,0.69,0,2.25
202502,9320,0.69,0,2.25
202502,9330,0.69,0,2.25
202502,9340,0.69,0,2.25
202502,9350,0.69,0,2.25
202502,9360,0.69,0,2.25
202502,9370,0.69,0,2.25
202502,9380,0.69,0,2.25
202502,9390,0.69,0,2.25
202502,9400,0.69,0,2.25
202502,9410,0.69,0,2.25
202502,9420,0.69,0,2.25
202502,9430,0.69,0,2.25
202502,9440,0.69,0,2.25
202502,9450,0.69,0,2.25
202502,9460,0.69,0,2.25
202502,9470,0.69,0,2.25
202502,9480,0.69,0,2.25
202502,9490,0.69,0,2.25
202502,9500,0.69,0,2.25
202502,9510,0.69,0,2.25
202502,9520,0.69,0,2.25
202502,9530,0.69,0,2.25
202502,9540,0.69,0,2.25
202502,9550,0.69,0,2.25
202502,9560,0.69,0,2.25
202502,9570,0.69,0,2.25
202502,9580,0.69,0,2.25
202502,9590,0.69,0,2.25
202502,9600,0.69,0,2.25
202502,9610,0.69,0,2.25
202502,9620,0.69,0,2.25
202502,9630,0.69,0,2.25
202502,9640,0.69,0,2.25
202502,9650,0.69,0,2.25
202502,9660,0.69,0,2.25
202502,9670,0.69,0,2.25
202502,9680,0.69,0,2.25
202502,9690,0.69,0,2.25
202502,9700,0.69,0,2.25
202502,9710,0.69,0,2.25
202502,9720,0.69,0,2.25
202502,9730,0.69,0,2.25
202502,9740,0.69,0,2.25
202502,9750,0.69,0,2.25
202502,9760,0.69,0,2.25
202502,9770,0.69,0,2.25
202502,9780,0.69,0,2.25
202502,9790,0.69,0,2.25
202502,9800,0.82,0,2.35
202502,9810,0.82,0,2.35
202502,9820,0.82,0,2.35
202502,9830,0.82,0,2.35
202502,9840,0.82,0,2.35
202502,9850,0.82,0,2.35
202502,9860,0.82,0,2.35
202502,9870,0.82,0,2.35
202502,9880,0.82,0,2.35
202502,9890,0.82,0,2.35
202502,9900,0.82,0,2.35
202502,9910,0.82,0,2.35
202502,9920,0.82,0,2.35
202502,9930,0.82,0,2.35
202502,9940,0.82,0,2.35
202502,9950,0.82,0,2.35
202502,9960,0.82,0,2.35
202502,9970,0.82,0,2.35
202502,9980,0.82,0,2.35
202502,9990,0.82,0,2.35
202502,10000,0.82,0,2.35
202502,10010,0.82,0,2.35
202502,10020,0.82,0,2.35
202502,10030,0.82,0,2.35
202502,10040,0.82,0,2.35
202502,10050,0.82,0,2.35
202502,10060,0.82,0,2.35
202502,10070,0.82,0,2.35
202502,10080,0.82,0,2.35
202502,10090,0.82,0,2.35
202502,10100,0.82,0,2.35
202502,10110,0.82,0,2.35
202502,10120,0.82,0,2.35
202502,10130,0.82,0,2.35
202502,10140,0.82,0,2.35
202502,10150,0.82,0,2.35
202502,10160,0.82,0,2.35
202502,10170,0.82,0,2.35
202502,10180,0.82,0,2.35
202502,10190,0.82,0,2.35
202502,10200,0.82,0,2.35
202502,10210,0.82,0,2.35
202502,10220,0.82,0,2.35
202502,10230,0.82,0,2.35
202502,10240,0.82,0,2.35
202502,10250,0.82,0,2.35
202502,10260,0.82,0,2.35
202502,10270,0.82,0,2.35
202502,10280,0.82,0,2.35
202502,10290,0.82,0,2.35
202502,10300,0.82,0,2.35
202502,10310,0.82,0,2.35
202502,10350,0.82,0,2.35
202502,10320,0.82,0,2.35
202502,10330,0.82,0,2.35
202502,10340,0.82,0,2.35
202502,10360,0.82,0,2.35
202502,10370,0.82,0,2.35
202502,10380,0.82,0,2.35
202502,10390,0.82,0,2.35
202502,10400,0.82,0,2.35
202502,10410,0.82,0,2.35
202502,10420,0.82,0,2.35
202502,10430,0.82,0,2.35
202502,10440,0.82,0,2.35
202502,10450,0.82,0,2.35
202502,10460,0.82,0,2.35
202502,10470,0.82,0,2.35
202502,10480,0.82,0,2.35
202502,10490,0.82,0,2.35
202502,10500,0.82,0,2.35
202502,10510,0.82,0,2.35
202502,10520,0.82,0,2.35
202502,10530,0.82,0,2.35
202502,10540,0.82,0,2.35
202502,10550,0.82,0,2.35
202502,10560,0.82,0,2.35
202502,10570,0.82,0,2.35
202502,10580,0.82,0,2.35
202502,10590,0.82,0,2.35
202502,10600,0.82,0,2.35
202502,10610,0.82,0,2.35
202502,10620,0.82,0,2.35
202502,10630,0.82,0,2.35
202502,10640,0.82,0,2.35
202502,10650,0.82,0,2.35
202502,10660,0.82,0,2.35
202502,10670,0.82,0,2.35
202502,10680,0.82,0,2.35
202502,10690,0.82,0,2.35
202502,10700,0.82,0,2.35
202502,10710,0.82,0,2.35
202502,10720,0.82,0,2.35
202502,10730,0.82,0,2.35
202502,10740,0.82,0,2.35
202502,10750,0.82,0,2.35
202502,10760,0.82,0,2.35
202502,10770,0.82,0,2.35
202502,10780,0.82,0,2.35
202502,10790,0.82,0,2.35
202502,10800,0.82,0,2.35
202502,10810,0.82,0,2.35
202502,10820,0.82,0,2.35
202502,10830,0.82,0,2.35
202502,10840,0.82,0,2.35
202502,10850,0.82,0,2.35
202502,10860,0.82,0,2.35
202502,10870,0.82,0,2.35
202502,10880,0.82,0,2.35
202502,10890,0.82,0,2.35
202502,10900,0.82,0,2.35
202502,10910,0.82,0,2.35
202502,10920,0.82,0,2.35
202502,10930,0.82,0,2.35
202502,10940,0.82,0,2.35
202502,10950,0.82,0,2.35
202502,10960,0.82,0,2.35
202502,10970,0.82,0,2.35
202502,10980,0.82,0,2.35
202502,10990,0.82,0,2.35
202502,11000,0.84,0,2.45
202502,11010,0.84,0,2.45
202502,11020,0.84,0,2.45
202502,11030,0.84,0,2.45
202502,11040,0.84,0,2.45
202502,11050,0.84,0,2.45
202502,11060,0.84,0,2.45
202502,11070,0.84,0,2.45
202502,11080,0.84,0,2.45
202502,11090,0.84,0,2.45
202502,11100,0.84,0,2.45
202502,11110,0.84,0,2.45
202502,11120,0.84,0,2.45
202502,11130,0.84,0,2.45
202502,11140,0.84,0,2.45
202502,11150,0.84,0,2.45
202502,11160,0.84,0,2.45
202502,11170,0.84,0,2.45
202502,11180,0.84,0,2.45
202502,11190,0.84,0,2.45
202502,11200,0.84,0,2.45
202502,11210,0.84,0,2.45
202502,11220,0.84,0,2.45
202502,11230,0.84,0,2.45
202502,11240,0.84,0,2.45
202502,11250,0.84,0,2.45
202502,11260,0.84,0,2.45
202502,11270,0.84,0,2.45
202502,11280,0.84,0,2.45
202502,11290,0.84,0,2.45
202502,11300,0.84,0,2.45
202502,11310,0.84,0,2.45
202502,11320,0.84,0,2.45
202502,11330,0.84,0,2.45
202502,11340,0.84,0,2.45
202502,11350,0.84,0,2.45
202502,11360,0.84,0,2.45
202502,11370,0.84,0,2.45
202502,11380,0.84,0,2.45
202502,11390,0.84,0,2.45
202502,11400,0.84,0,2.45
202502,11410,0.84,0,2.45
202502,11420,0.84,0,2.45
202502,11430,0.84,0,2.45
202502,11440,0.84,0,2.45
202502,11450,0.84,0,2.45
202502,11460,0.84,0,2.45
202502,11470,0.84,0,2.45
202502,11480,0.84,0,2.45
202502,11520,0.84,0,2.5
202502,11490,0.84,0,2.45
202502,11500,0.84,0,2.5
202502,11510,0.84,0,2.5
202502,11530,0.84,0,2.5
202502,11540,0.84,0,2.5
202502,11550,0.84,0,2.5
202502,11560,0.84,0,2.5
202502,11570,0.84,0,2.5
202502,11580,0.84,0,2.5
202502,11590,0.84,0,2.5
202502,11600,0.84,0,2.5
202502,11610,0.84,0,2.5
202502,11620,0.84,0,2.5
202502,11630,0.84,0,2.5
202502,11640,0.84,0,2.5
202502,11650,0.84,0,2.5
202502,11660,0.84,0,2.5
202502,11670,0.84,0,2.5
202502,11680,0.84,0,2.5
202502,11690,0.84,0,2.5
202502,11700,0.84,0,2.5
202502,11710,0.84,0,2.5
202502,11720,0.84,0,2.5
202502,11730,0.84,0,2.5
202502,11740,0.84,0,2.5
202502,11750,0.84,0,2.5
202502,11760,0.84,0,2.5
202502,11770,0.84,0,2.5
202502,11780,0.84,0,2.5
202502,11790,0.84,0,2.5
202502,11800,0.84,0,2.5
202502,11810,0.84,0,2.5
