base_year_month,port_code,full_empty_code,container_code,currency_code,ts_cost
202503,TWKEL04,F,R5,TWD,1863
202503,TWKEL04,M,D2,TWD,1462
202503,TWKEL04,M,D4,TWD,1863
202503,TWKEL04,M,D5,TWD,1863
202503,TWKEL04,M,D7,TWD,1863
202503,TWKEL04,M,R2,TWD,1462
202503,TWKEL04,M,R5,TWD,1863
202503,TWKHH02,F,D2,TWD,1500
202503,TWKHH02,F,D4,TWD,1690
202503,TWKHH02,F,D5,TWD,1690
202503,TWKHH02,F,D7,TWD,1690
202503,TWKHH02,F,R2,TWD,1500
202503,TWKHH02,F,R5,TWD,1690
202503,TWKHH02,M,D2,TWD,1500
202503,TWKHH02,M,D4,TWD,1690
202503,TWKHH02,M,D5,TWD,1690
202503,TWKHH02,M,D7,TWD,1690
202503,TWKHH02,M,R2,TWD,1500
202503,TWKHH02,M,R5,TWD,1690
202503,TWKHH04,F,D2,TWD,1500
202503,TWKHH04,F,D4,TWD,1500
202503,TWKHH04,F,D5,TWD,1500
202503,TWKHH04,F,D7,TWD,1500
202503,TWKHH04,F,R2,TWD,1500
202503,TWKHH04,F,R5,TWD,1500
202503,TWKHH04,M,D2,TWD,1500
202503,TWKHH04,M,D4,TWD,1500
202503,TWKHH04,M,D5,TWD,1500
202503,TWKHH04,M,D7,TWD,1500
202503,TWKHH04,M,R2,TWD,1500
202503,TWKHH04,M,R5,TWD,1500
202503,TWKHH05,F,D2,TWD,1520
202503,TWKHH05,F,D4,TWD,1750
202503,TWKHH05,F,D5,TWD,1750
202503,TWKHH05,F,D7,TWD,1750
202503,TWKHH05,F,R2,TWD,1520
202503,TWKHH05,F,R5,TWD,1750
202503,TWKHH05,M,D2,TWD,1520
202503,TWKHH05,M,D4,TWD,1750
202503,TWKHH05,M,D5,TWD,1750
202503,TWKHH05,M,D7,TWD,1750
202503,TWKHH05,M,R2,TWD,1520
202503,TWKHH05,M,R5,TWD,1750
202503,TWKHH07,F,D2,TWD,1600
202503,TWKHH07,F,D4,TWD,2000
202503,TWKHH07,F,D5,TWD,2000
202503,TWKHH07,F,D7,TWD,2000
202503,TWKHH07,F,R2,TWD,1600
202503,TWKHH07,F,R5,TWD,2000
202503,TWKHH07,M,D2,TWD,1600
202503,TWKHH07,M,D4,TWD,2000
202503,TWKHH07,M,D5,TWD,2000
202503,TWKHH07,M,D7,TWD,2000
202503,TWKHH07,M,R2,TWD,1600
202503,TWKHH07,M,R5,TWD,2000
202503,TWKHH08,F,D2,TWD,2100
202503,TWKHH08,F,D4,TWD,2550
202503,TWKHH08,F,D5,TWD,2550
202503,TWKHH08,F,D7,TWD,2550
202503,TWKHH08,F,R2,TWD,2100
202503,TWKHH08,F,R5,TWD,2550
202503,TWKHH08,M,D2,TWD,2100
202503,TWKHH08,M,D4,TWD,2550
202503,TWKHH08,M,D5,TWD,2550
202503,TWKHH08,M,D7,TWD,2550
202503,TWKHH08,M,R2,TWD,2100
202503,TWKHH08,M,R5,TWD,2550
202503,TWKHH09,F,D2,TWD,1550
202503,TWKHH09,F,D4,TWD,1550
202503,TWKHH09,F,D5,TWD,1550
202503,TWKHH09,F,D7,TWD,1550
202503,TWKHH09,F,R2,TWD,1550
202503,TWKHH09,F,R5,TWD,1550
202503,TWKHH09,M,D2,TWD,2000
202503,TWKHH09,M,D4,TWD,2200
202503,TWKHH09,M,D5,TWD,2200
202503,TWKHH09,M,D7,TWD,2200
202503,TWKHH09,M,R2,TWD,2000
202503,TWKHH09,M,R5,TWD,2200
202503,TWKHH11,F,D2,TWD,1900
202503,TWKHH11,F,D4,TWD,2200
202503,TWKHH11,F,D5,TWD,2200
202503,TWKHH11,F,D7,TWD,2200
202503,TWKHH11,F,R2,TWD,1900
202503,TWKHH11,F,R5,TWD,2200
202503,TWKHH11,M,D2,TWD,1900
202503,TWKHH11,M,D4,TWD,2200
202503,TWKHH11,M,D5,TWD,2200
202503,TWKHH11,M,D7,TWD,2200
202503,TWKHH11,M,R2,TWD,1900
202503,TWKHH11,M,R5,TWD,2200
202503,TWKHH12,F,D2,TWD,1900
202503,TWKHH12,F,D4,TWD,2200
202503,TWKHH12,F,D5,TWD,2200
202503,TWKHH12,F,D7,TWD,2200
202503,TWKHH12,F,R2,TWD,1900
202503,TWKHH12,F,R5,TWD,2200
202503,TWKHH12,M,D2,TWD,1900
202503,TWKHH12,M,D4,TWD,2200
202503,TWKHH12,M,D5,TWD,2200
202503,TWKHH12,M,D7,TWD,2200
202503,TWKHH12,M,R2,TWD,1900
202503,TWKHH12,M,R5,TWD,2200
202503,TWKHH13,F,D2,TWD,1900
202503,TWKHH13,F,D4,TWD,2200
202503,TWKHH13,F,D5,TWD,2200
202503,TWKHH13,F,D7,TWD,2200
202503,TWKHH13,F,R2,TWD,1900
202503,TWKHH13,F,R5,TWD,2200
202503,TWKHH13,M,D2,TWD,1900
202503,TWKHH13,M,D4,TWD,2200
202503,TWKHH13,M,D5,TWD,2200
202503,TWKHH13,M,D7,TWD,2200
202503,TWKHH13,M,R2,TWD,1900
202503,TWKHH13,M,R5,TWD,2200
202503,TWKHH14,F,D2,TWD,1520
202503,TWKHH14,F,D4,TWD,1750
202503,TWKHH14,F,D5,TWD,1750
202503,TWKHH14,F,D7,TWD,1750
202503,TWKHH14,F,R2,TWD,1520
202503,TWKHH14,F,R5,TWD,1750
202503,TWKHH14,M,D2,TWD,1520
202503,TWKHH14,M,D4,TWD,1750
202503,TWKHH14,M,D5,TWD,1750
202503,TWKHH14,M,D7,TWD,1750
202503,TWKHH14,M,R2,TWD,1520
202503,TWKHH14,M,R5,TWD,1750
202503,TWKHH16,F,D2,TWD,1405
202503,TWKHH16,F,D4,TWD,1606
202503,TWKHH16,F,D5,TWD,1606
202503,TWKHH16,F,D7,TWD,1606
202503,TWKHH16,F,R2,TWD,1405
202503,TWKHH16,F,R5,TWD,1606
202503,TWKHH16,M,D2,TWD,1405
202503,TWKHH16,M,D4,TWD,1606
202503,TWKHH16,M,D5,TWD,1606
202503,TWKHH16,M,D7,TWD,1606
202503,TWKHH16,M,R2,TWD,1405
202503,TWKHH16,M,R5,TWD,1606
202503,TWKHH17,F,D2,TWD,1900
202503,TWKHH17,F,D4,TWD,2200
202503,TWKHH17,F,D5,TWD,2200
202503,TWKHH17,F,D7,TWD,2200
202503,TWKHH17,F,R2,TWD,1900
202503,TWKHH17,F,R5,TWD,2200
202503,TWKHH17,M,D2,TWD,1900
202503,TWKHH17,M,D4,TWD,2200
202503,TWKHH17,M,D5,TWD,2200
202503,TWKHH17,M,D7,TWD,2200
202503,TWKHH17,M,R2,TWD,1900
202503,TWKHH17,M,R5,TWD,2200
202503,TWTPE05,F,D2,TWD,1600
202503,TWTPE05,F,D4,TWD,2000
202503,TWTPE05,F,D5,TWD,2000
202503,TWTPE05,F,D7,TWD,2000
202503,TWTPE05,F,R2,TWD,1600
202503,TWTPE05,F,R5,TWD,2000
202503,TWTPE05,M,D2,TWD,1600
202503,TWTPE05,M,D4,TWD,2000
202503,TWTPE05,M,D5,TWD,2000
202503,TWTPE05,M,D7,TWD,2000
202503,TWTPE05,M,R2,TWD,1600
202503,TWTPE05,M,R5,TWD,2000
202503,TWTXG03,F,D2,TWD,1700
202503,TWTXG03,F,D4,TWD,2150
202503,TWTXG03,F,D5,TWD,2150
202503,TWTXG03,F,D7,TWD,2150
202503,TWTXG03,F,R2,TWD,1700
202503,TWTXG03,F,R5,TWD,2150
202503,TWTXG03,M,D2,TWD,1700
202503,TWTXG03,M,D4,TWD,2150
202503,TWTXG03,M,D5,TWD,2150
202503,TWTXG03,M,D7,TWD,2150
202503,TWTXG03,M,R2,TWD,1700
202503,TWTXG03,M,R5,TWD,2150
202503,TWTXG05,F,D2,TWD,2400
202503,TWTXG05,F,D4,TWD,2850
202503,TWTXG05,F,D5,TWD,2850
202503,TWTXG05,F,D7,TWD,2850
202503,TWTXG05,F,R2,TWD,2400
202503,TWTXG05,F,R5,TWD,2850
202503,TWTXG05,M,D2,TWD,2400
202503,TWTXG05,M,D4,TWD,2850
202503,TWTXG05,M,D5,TWD,2850
202503,TWTXG05,M,D7,TWD,2850
202503,TWTXG05,M,R2,TWD,2400
202503,TWTXG05,M,R5,TWD,2850
202503,TWTXG09,F,D2,TWD,2250
202503,TWTXG09,F,D4,TWD,3375
202503,TWTXG09,F,D5,TWD,3375
202503,TWTXG09,F,D7,TWD,3375
202503,TWTXG09,F,R2,TWD,2250
202503,TWTXG09,F,R5,TWD,3375
202503,TWTXG09,M,D2,TWD,2250
202503,TWTXG09,M,D4,TWD,3375
202503,TWTXG09,M,D5,TWD,3375
202503,TWTXG09,M,D7,TWD,3375
202503,TWTXG09,M,R2,TWD,2250
202503,TWTXG09,M,R5,TWD,3375
202503,TZDAR01,F,D2,USD,90
202503,TZDAR01,F,D4,USD,135
202503,TZDAR01,F,D5,USD,90
202503,TZDAR01,F,D7,USD,135
202503,TZDAR01,F,R2,USD,90
202503,TZDAR01,F,R5,USD,135
202503,TZDAR01,M,D2,USD,90
202503,TZDAR01,M,D4,USD,135
202503,TZDAR01,M,D5,USD,135
202503,TZDAR01,M,D7,USD,135
202503,TZDAR01,M,R2,USD,90
202503,TZDAR01,M,R5,USD,135
202503,TZDAR02,F,D2,USD,90
202503,TZDAR02,F,D4,USD,135
202503,TZDAR02,F,D5,USD,135
202503,TZDAR02,F,D7,USD,135
202503,TZDAR02,F,R2,USD,90
202503,TZDAR02,F,R5,USD,135
202503,TZDAR02,M,D2,USD,50
202503,TZDAR02,M,D4,USD,70
202503,TZDAR02,M,D5,USD,70
202503,TZDAR02,M,D7,USD,70
202503,TZDAR02,M,R2,USD,50
202503,TZDAR02,M,R5,USD,70
202503,USCHS01,F,D2,USD,90
202503,USCHS01,F,D4,USD,90
202503,USCHS01,F,D5,USD,90
202503,USCHS01,F,D7,USD,90
202503,USCHS01,F,R2,USD,90
202503,USCHS01,F,R5,USD,90
202503,USCHS01,M,D2,USD,90
202503,USCHS01,M,D4,USD,90
202503,USCHS01,M,D5,USD,90
202503,USCHS01,M,D7,USD,90
202503,USCHS01,M,R2,USD,90
202503,USCHS01,M,R5,USD,90
202503,USCHS02,F,D2,USD,90
202503,USCHS02,F,D4,USD,90
202503,USCHS02,F,D5,USD,90
202503,USCHS02,F,D7,USD,90
202503,USCHS02,F,R2,USD,90
202503,USCHS02,F,R5,USD,90
202503,USCHS02,M,D2,USD,90
202503,USCHS02,M,D4,USD,90
202503,USCHS02,M,D5,USD,90
202503,USCHS02,M,D7,USD,90
202503,USCHS02,M,R2,USD,90
202503,USCHS02,M,R5,USD,90
202503,USCHS03,F,D2,USD,93
202503,USCHS03,F,D4,USD,93
202503,USCHS03,F,D5,USD,93
202503,USCHS03,F,D7,USD,93
202503,USCHS03,F,R2,USD,93
202503,USCHS03,F,R5,USD,93
202503,USDUT01,F,D2,USD,410
202503,USDUT01,F,D4,USD,410
202503,USDUT01,F,D5,USD,410
202503,USDUT01,F,D7,USD,410
202503,USDUT01,F,R2,USD,410
202503,USDUT01,F,R5,USD,410
202503,USHOU01,F,D2,USD,89
202503,USHOU01,F,D4,USD,89
202503,USHOU01,F,D5,USD,89
202503,USHOU01,F,D7,USD,89
202503,USHOU01,F,R2,USD,89
202503,USHOU01,F,R5,USD,89
202503,USHOU01,M,D2,USD,145
202503,USHOU01,M,D4,USD,145
202503,USHOU01,M,D5,USD,145
202503,USHOU01,M,D7,USD,145
202503,USHOU01,M,R2,USD,145
202503,USHOU01,M,R5,USD,145
202503,USHOU05,F,D2,USD,89
202503,USHOU05,F,D4,USD,89
202503,USHOU05,F,D5,USD,89
202503,USHOU05,F,D7,USD,89
202503,USHOU05,F,R2,USD,89
202503,USHOU05,F,R5,USD,89
202503,USHOU05,M,D2,USD,145
202503,USHOU05,M,D4,USD,145
202503,USHOU05,M,D5,USD,145
202503,USHOU05,M,D7,USD,145
202503,USHOU05,M,R2,USD,145
202503,USHOU05,M,R5,USD,145
202503,USILM01,F,D2,USD,70
202503,USILM01,F,D4,USD,70
202503,USILM01,F,D5,USD,70
202503,USILM01,F,D7,USD,70
202503,USILM01,F,R2,USD,70
202503,USILM01,F,R5,USD,70
202503,USJAX03,F,D2,USD,199
202503,USJAX03,F,D4,USD,199
202503,USJAX03,F,D5,USD,199
202503,USJAX03,F,D7,USD,199
202503,USJAX03,F,R2,USD,199
202503,USJAX03,F,R5,USD,199
202503,USLAX01,F,D2,USD,174
202503,USLAX01,F,D4,USD,174
202503,USLAX01,F,D5,USD,174
202503,USLAX01,F,D7,USD,174
202503,USLAX01,F,R2,USD,174
202503,USLAX01,F,R5,USD,174
202503,USLAX01,M,D2,USD,174
202503,USLAX01,M,D4,USD,174
202503,USLAX01,M,D5,USD,174
202503,USLAX01,M,D7,USD,174
202503,USLAX01,M,R2,USD,174
202503,USLAX01,M,R5,USD,174
202503,USLAX03,F,D2,USD,327
202503,USLAX03,F,D4,USD,327
202503,USLAX03,F,D5,USD,327
202503,USLAX03,F,D7,USD,327
202503,USLAX03,F,R2,USD,327
202503,USLAX03,F,R5,USD,327
202503,USLAX04,F,D2,USD,380
202503,USLAX04,F,D4,USD,380
202503,USLAX04,F,D5,USD,380
202503,USLAX04,F,D7,USD,380
202503,USLAX04,F,R2,USD,380
202503,USLAX04,F,R5,USD,380
202503,USLAX05,F,D2,USD,337
202503,USLAX05,F,D4,USD,337
202503,USLAX05,F,D5,USD,337
202503,USLAX05,F,D7,USD,337
202503,USLAX05,F,R2,USD,337
202503,USLAX05,F,R5,USD,337
202503,USLAX06,F,D2,USD,329
202503,USLAX06,F,D4,USD,329
202503,USLAX06,F,D5,USD,329
202503,USLAX06,F,D7,USD,329
202503,USLAX06,F,R2,USD,329
202503,USLAX06,F,R5,USD,329
202503,USLAX06,M,D2,USD,329
202503,USLAX06,M,D4,USD,329
202503,USLAX06,M,D5,USD,329
202503,USLAX06,M,D7,USD,329
202503,USLAX06,M,R2,USD,329
202503,USLAX06,M,R5,USD,329
202503,USLAX08,F,D2,USD,365
202503,USLAX08,F,D4,USD,365
202503,USLAX08,F,D5,USD,365
202503,USLAX08,F,D7,USD,365
202503,USLAX08,F,R2,USD,365
202503,USLAX08,F,R5,USD,365
202503,USLGB02,F,D2,USD,352
202503,USLGB02,F,D4,USD,352
202503,USLGB02,F,D5,USD,352
202503,USLGB02,F,D7,USD,352
202503,USLGB02,F,R2,USD,352
202503,USLGB02,F,R5,USD,352
202503,USLGB05,F,D2,USD,228
202503,USLGB05,F,D4,USD,228
202503,USLGB05,F,D5,USD,228
202503,USLGB05,F,D7,USD,228
202503,USLGB05,F,R2,USD,228
202503,USLGB05,F,R5,USD,228
202503,USLGB05,M,D2,USD,228
202503,USLGB05,M,D4,USD,228
202503,USLGB05,M,D5,USD,228
202503,USLGB05,M,D7,USD,228
202503,USLGB05,M,R2,USD,228
202503,USLGB05,M,R5,USD,228
202503,USLGB08,F,D2,USD,341
202503,USLGB08,F,D4,USD,341
202503,USLGB08,F,D5,USD,341
202503,USLGB08,F,D7,USD,341
202503,USLGB08,F,R2,USD,341
202503,USLGB08,F,R5,USD,341
202503,USMIA02,F,D2,USD,181
202503,USMIA02,F,D4,USD,181
202503,USMIA02,F,D5,USD,181
202503,USMIA02,F,D7,USD,181
202503,USMIA02,F,R2,USD,181
202503,USMIA02,F,R5,USD,181
202503,USMOB01,F,D2,USD,278
202503,USMOB01,F,D4,USD,278
202503,USMOB01,F,D5,USD,278
202503,USMOB01,F,D7,USD,278
202503,USMOB01,F,R2,USD,278
202503,USMOB01,F,R5,USD,278
202503,USMSY01,M,D2,USD,94
202503,USMSY01,M,D4,USD,94
202503,USMSY01,M,D5,USD,94
202503,USMSY01,M,D7,USD,94
202503,USMSY01,M,R2,USD,94
202503,USMSY01,M,R5,USD,94
202503,USNYC01,F,D2,USD,288
202503,USNYC01,F,D4,USD,288
202503,USNYC01,F,D5,USD,288
202503,USNYC01,F,D7,USD,288
202503,USNYC01,F,R2,USD,288
202503,USNYC01,F,R5,USD,288
202503,USNYC01,M,D2,USD,288
202503,USNYC01,M,D4,USD,288
202503,USNYC01,M,D5,USD,288
202503,USNYC01,M,D7,USD,288
202503,USNYC01,M,R2,USD,288
202503,USNYC01,M,R5,USD,288
202503,USNYC02,F,D2,USD,296
202503,USNYC02,F,D4,USD,296
202503,USNYC02,F,D5,USD,296
202503,USNYC02,F,D7,USD,296
202503,USNYC02,F,R2,USD,296
202503,USNYC02,F,R5,USD,296
202503,USNYC02,M,D2,USD,296
202503,USNYC02,M,D4,USD,296
202503,USNYC02,M,D5,USD,296
202503,USNYC02,M,D7,USD,296
202503,USNYC02,M,R2,USD,296
202503,USNYC02,M,R5,USD,296
202503,USNYC05,F,D2,USD,275
202503,USNYC05,F,D4,USD,275
202503,USNYC05,F,D5,USD,275
202503,USNYC05,F,D7,USD,275
202503,USNYC05,F,R2,USD,275
202503,USNYC05,F,R5,USD,275
202503,USOAK01,F,D2,USD,375
202503,USOAK01,F,D4,USD,375
202503,USOAK01,F,D5,USD,375
202503,USOAK01,F,D7,USD,375
202503,USOAK01,F,R2,USD,375
202503,USOAK01,F,R5,USD,375
202503,USOAK07,F,D2,USD,390
202503,USOAK07,F,D4,USD,390
202503,USOAK07,F,D5,USD,390
202503,USOAK07,F,D7,USD,390
202503,USOAK07,F,R2,USD,390
202503,USOAK07,F,R5,USD,390
202503,USOAK08,F,D2,USD,328
202503,USOAK08,F,D4,USD,328
202503,USOAK08,F,D5,USD,328
202503,USOAK08,F,D7,USD,328
202503,USOAK08,F,R2,USD,328
202503,USOAK08,F,R5,USD,328
202503,USOAK08,M,D2,USD,328
202503,USOAK08,M,D4,USD,328
202503,USOAK08,M,D5,USD,328
202503,USOAK08,M,D7,USD,328
202503,USOAK08,M,R2,USD,328
202503,USOAK08,M,R5,USD,328
202503,USORF01,F,D2,USD,83
202503,USORF01,F,D4,USD,83
202503,USORF01,F,D5,USD,83
202503,USORF01,F,D7,USD,83
202503,USORF01,F,R2,USD,83
202503,USORF01,F,R5,USD,83
202503,USORF03,F,D2,USD,83
202503,USORF03,F,D4,USD,83
202503,USORF03,F,D5,USD,83
202503,USORF03,F,D7,USD,83
202503,USORF03,F,R2,USD,83
202503,USORF03,F,R5,USD,83
202503,USPHL02,F,D2,USD,193
202503,USPHL02,F,D4,USD,193
202503,USPHL02,F,D5,USD,193
202503,USPHL02,F,D7,USD,193
202503,USPHL02,F,R2,USD,193
202503,USPHL02,F,R5,USD,193
202503,USPHL02,M,D2,USD,193
202503,USPHL02,M,D4,USD,193
202503,USPHL02,M,D5,USD,193
202503,USPHL02,M,D7,USD,193
202503,USPHL02,M,R2,USD,193
202503,USPHL02,M,R5,USD,193
202503,USSAV01,F,D2,USD,368
202503,USSAV01,F,D4,USD,368
202503,USSAV01,F,D5,USD,368
202503,USSAV01,F,D7,USD,368
202503,USSAV01,F,R2,USD,368
202503,USSAV01,F,R5,USD,368
202503,USSEA01,F,D2,USD,290
202503,USSEA01,F,D4,USD,290
202503,USSEA01,F,D5,USD,290
202503,USSEA01,F,D7,USD,290
202503,USSEA01,F,R2,USD,290
202503,USSEA01,F,R5,USD,290
202503,USSEA01,M,D2,USD,290
202503,USSEA01,M,D4,USD,290
202503,USSEA01,M,D5,USD,290
202503,USSEA01,M,D7,USD,290
202503,USSEA01,M,R2,USD,290
202503,USSEA01,M,R5,USD,290
202503,USTIW02,F,D2,USD,318
202503,USTIW02,F,D4,USD,318
202503,USTIW02,F,D5,USD,318
202503,USTIW02,F,D7,USD,318
202503,USTIW02,F,R2,USD,318
202503,USTIW02,F,R5,USD,318
202503,USTIW05,F,D2,USD,341
202503,USTIW05,F,D4,USD,341
202503,USTIW05,F,D5,USD,341
202503,USTIW05,F,D7,USD,341
202503,USTIW05,F,R2,USD,341
202503,USTIW05,F,R5,USD,341
202503,UYMVD01,F,D2,USD,95
202503,UYMVD01,F,D4,USD,95
202503,UYMVD01,F,D5,USD,95
202503,UYMVD01,F,D7,USD,95
202503,UYMVD01,F,R2,USD,95
202503,UYMVD01,F,R5,USD,95
202503,UYMVD01,M,D2,USD,95
202503,UYMVD01,M,D4,USD,95
202503,UYMVD01,M,D5,USD,95
202503,UYMVD01,M,D7,USD,95
202503,UYMVD01,M,R2,USD,95
202503,UYMVD01,M,R5,USD,95
202503,UYMVD02,F,D2,USD,95
202503,UYMVD02,F,D4,USD,95
202503,UYMVD02,F,D5,USD,95
202503,UYMVD02,F,D7,USD,95
202503,UYMVD02,F,R2,USD,95
202503,UYMVD02,F,R5,USD,95
202503,VNCMP04,F,D2,USD,19
202503,VNCMP04,F,D4,USD,21
202503,VNCMP04,F,D5,USD,21
202503,VNCMP04,F,D7,USD,31
202503,VNCMP04,F,R2,USD,19
202503,VNCMP04,F,R5,USD,21
202503,VNCMP04,M,D2,USD,7
202503,VNCMP04,M,D4,USD,11
202503,VNCMP04,M,D5,USD,11
202503,VNCMP04,M,D7,USD,17
202503,VNCMP04,M,R2,USD,7
202503,VNCMP04,M,R5,USD,11
202503,VNCMP05,F,D2,USD,34
202503,VNCMP05,F,D4,USD,51
202503,VNCMP05,F,D5,USD,51
202503,VNCMP05,F,D7,USD,56
202503,VNCMP05,F,R2,USD,34
202503,VNCMP05,F,R5,USD,51
202503,VNCMP05,M,D2,USD,21
202503,VNCMP05,M,D4,USD,32
202503,VNCMP05,M,D5,USD,32
202503,VNCMP05,M,D7,USD,35
202503,VNCMP05,M,R2,USD,21
202503,VNCMP05,M,R5,USD,32
202503,VNCMP07,F,D2,USD,38
202503,VNCMP07,F,D4,USD,55
202503,VNCMP07,F,D5,USD,55
202503,VNCMP07,F,D7,USD,60
202503,VNCMP07,F,R2,USD,38
202503,VNCMP07,F,R5,USD,55
202503,VNCMP07,M,D2,USD,25
202503,VNCMP07,M,D4,USD,36
202503,VNCMP07,M,D5,USD,36
202503,VNCMP07,M,D7,USD,39
202503,VNCMP07,M,R2,USD,25
202503,VNCMP07,M,R5,USD,36
202503,VNCMP08,F,D2,USD,38
202503,VNCMP08,F,D4,USD,57
202503,VNCMP08,F,D5,USD,57
202503,VNCMP08,F,D7,USD,62
202503,VNCMP08,F,R2,USD,38
202503,VNCMP08,F,R5,USD,57
202503,VNCMP08,M,D2,USD,25
202503,VNCMP08,M,D4,USD,38
202503,VNCMP08,M,D5,USD,38
202503,VNCMP08,M,D7,USD,41
202503,VNCMP08,M,R2,USD,25
202503,VNCMP08,M,R5,USD,38
202503,VNHPH07,F,D2,USD,34
202503,VNHPH07,F,D4,USD,51
202503,VNHPH07,F,D5,USD,51
202503,VNHPH07,F,D7,USD,56
202503,VNHPH07,F,R2,USD,34
202503,VNHPH07,F,R5,USD,51
202503,VNHPH07,M,D2,USD,21
202503,VNHPH07,M,D4,USD,32
202503,VNHPH07,M,D5,USD,32
202503,VNHPH07,M,D7,USD,35
202503,VNHPH07,M,R2,USD,21
202503,VNHPH07,M,R5,USD,32
202503,VNSGN02,F,D2,USD,33
202503,VNSGN02,F,D4,USD,50
202503,VNSGN02,F,D5,USD,50
202503,VNSGN02,F,D7,USD,60
202503,VNSGN02,F,R2,USD,33
202503,VNSGN02,F,R5,USD,50
202503,VNSGN02,M,D2,USD,19
202503,VNSGN02,M,D4,USD,26
202503,VNSGN02,M,D5,USD,26
202503,VNSGN02,M,D7,USD,38
202503,VNSGN02,M,R2,USD,19
202503,VNSGN02,M,R5,USD,26
202503,VNSGN16,F,D2,USD,31
202503,VNSGN16,F,D4,USD,46
202503,VNSGN16,F,D5,USD,46
202503,VNSGN16,F,D7,USD,56
202503,VNSGN16,F,R2,USD,31
202503,VNSGN16,F,R5,USD,46
202503,VNSGN16,M,D2,USD,17
202503,VNSGN16,M,D4,USD,24
202503,VNSGN16,M,D5,USD,24
202503,VNSGN16,M,D7,USD,35
202503,VNSGN16,M,R2,USD,17
202503,VNSGN16,M,R5,USD,24
202503,VNSGN18,F,D2,USD,31
202503,VNSGN18,F,D4,USD,46
202503,VNSGN18,F,D5,USD,46
202503,VNSGN18,F,D7,USD,56
202503,VNSGN18,F,R2,USD,31
202503,VNSGN18,F,R5,USD,46
202503,VNSGN18,M,D2,USD,17
202503,VNSGN18,M,D4,USD,24
202503,VNSGN18,M,D5,USD,24
202503,VNSGN18,M,D7,USD,35
202503,VNSGN18,M,R2,USD,17
202503,VNSGN18,M,R5,USD,24
202503,ZACPT01,F,D2,ZAR,2486
202503,ZACPT01,F,D4,ZAR,3671
202503,ZACPT01,F,D5,ZAR,3671
202503,ZACPT01,F,D7,ZAR,4858
202503,ZACPT01,F,R2,ZAR,3156
202503,ZACPT01,F,R5,ZAR,4679
202503,ZACPT01,M,D2,ZAR,2486
202503,ZACPT01,M,D4,ZAR,3671
202503,ZACPT01,M,D5,ZAR,3671
202503,ZACPT01,M,D7,ZAR,4858
202503,ZACPT01,M,R2,ZAR,3156
202503,ZACPT01,M,R5,ZAR,4679
202503,ZACPT02,F,D2,ZAR,1434
202503,ZACPT02,F,D4,ZAR,2118
202503,ZACPT02,F,D5,ZAR,2118
202503,ZACPT02,F,D7,ZAR,2803
202503,ZACPT02,F,R2,ZAR,1870
202503,ZACPT02,F,R5,ZAR,2773
202503,ZACPT02,M,D2,ZAR,1434
202503,ZACPT02,M,D4,ZAR,2118
202503,ZACPT02,M,D5,ZAR,2118
202503,ZACPT02,M,D7,ZAR,2803
202503,ZACPT02,M,R2,ZAR,1434
202503,ZACPT02,M,R5,ZAR,2118
202503,ZADUR01,F,D2,ZAR,2486
202503,ZADUR01,F,D4,ZAR,3671
202503,ZADUR01,F,D5,ZAR,3671
202503,ZADUR01,F,D7,ZAR,4858
202503,ZADUR01,F,R2,ZAR,3156
202503,ZADUR01,F,R5,ZAR,4679
202503,ZADUR01,M,D2,ZAR,2486
202503,ZADUR01,M,D4,ZAR,3671
202503,ZADUR01,M,D5,ZAR,3671
202503,ZADUR01,M,D7,ZAR,4858
202503,ZADUR01,M,R2,ZAR,3156
202503,ZADUR01,M,R5,ZAR,4679
202503,ZADUR03,F,D2,ZAR,2348
202503,ZADUR03,F,D4,ZAR,3554
202503,ZADUR03,F,D5,ZAR,3554
202503,ZADUR03,F,D7,ZAR,4763
202503,ZADUR03,F,R2,ZAR,3759
202503,ZADUR03,F,R5,ZAR,5678
202503,ZADUR03,M,D2,ZAR,2348
202503,ZADUR03,M,D4,ZAR,3554
202503,ZADUR03,M,D5,ZAR,3554
202503,ZADUR03,M,D7,ZAR,4763
202503,ZADUR03,M,R2,ZAR,3759
202503,ZADUR03,M,R5,ZAR,5678
202503,ZADUR09,F,D2,ZAR,2486
202503,ZADUR09,F,D4,ZAR,3671
202503,ZADUR09,F,D5,ZAR,3671
202503,ZADUR09,F,D7,ZAR,4858
202503,ZADUR09,F,R2,ZAR,3156
202503,ZADUR09,F,R5,ZAR,4679
202503,ZADUR09,M,D2,ZAR,2486
202503,ZADUR09,M,D4,ZAR,3671
202503,ZADUR09,M,D5,ZAR,3671
202503,ZADUR09,M,D7,ZAR,4858
202503,ZADUR09,M,R2,ZAR,3156
202503,ZADUR09,M,R5,ZAR,4679
202503,ZAELS02,F,D2,ZAR,2486
202503,ZAELS02,F,D4,ZAR,3671
202503,ZAELS02,F,D5,ZAR,3671
202503,ZAELS02,F,D7,ZAR,4858
202503,ZAELS02,F,R2,ZAR,3156
202503,ZAELS02,F,R5,ZAR,4679
202503,ZAELS02,M,D2,ZAR,2486
202503,ZAELS02,M,D4,ZAR,3671
202503,ZAELS02,M,D5,ZAR,3671
202503,ZAELS02,M,D7,ZAR,4858
202503,ZAELS02,M,R2,ZAR,3156
202503,ZAELS02,M,R5,ZAR,4679
202503,ZAPLZ01,F,D2,ZAR,2486
202503,ZAPLZ01,F,D4,ZAR,3671
