"base_year_month","vessel_capacity","port_stay_bunker_consumption","idling_bunker_consumption","pilot_inout_bunker_consumption"
"202508",12030,0.840,0.000,2.500
"202508",12040,0.840,0.000,2.500
"202508",12050,0.840,0.000,2.500
"202508",12060,0.840,0.000,2.500
"202508",12070,0.840,0.000,2.500
"202508",12080,0.840,0.000,2.500
"202508",12090,0.840,0.000,2.500
"202508",12100,0.840,0.000,2.500
"202508",12110,0.840,0.000,2.500
"202508",12120,0.840,0.000,2.500
"202508",12130,0.840,0.000,2.500
"202508",12140,0.840,0.000,2.500
"202508",12150,0.840,0.000,2.500
"202508",12160,0.840,0.000,2.500
"202508",12170,0.840,0.000,2.500
"202508",12180,0.840,0.000,2.500
"202508",12190,0.840,0.000,2.500
"202508",12200,0.840,0.000,2.500
"202508",12210,0.840,0.000,2.500
"202508",12220,0.840,0.000,2.500
"202508",12230,0.840,0.000,2.500
"202508",12240,0.840,0.000,2.500
"202508",12250,0.840,0.000,2.500
"202508",12260,0.840,0.000,2.500
"202508",12270,0.840,0.000,2.500
"202508",12280,0.840,0.000,2.500
"202508",12290,0.840,0.000,2.500
"202508",12300,0.840,0.000,2.500
"202508",12310,0.840,0.000,2.500
"202508",12320,0.840,0.000,2.500
"202508",12330,0.840,0.000,2.500
"202508",12340,0.840,0.000,2.500
"202508",12350,0.840,0.000,2.500
"202508",12360,0.840,0.000,2.500
"202508",12370,0.840,0.000,2.500
"202508",12380,0.840,0.000,2.500
"202508",12390,0.840,0.000,2.500
"202508",12400,0.840,0.000,2.500
"202508",12410,0.840,0.000,2.500
"202508",12420,0.840,0.000,2.500
"202508",12430,0.840,0.000,2.500
"202508",12440,0.840,0.000,2.500
"202508",12450,0.840,0.000,2.500
"202508",12460,0.840,0.000,2.500
"202508",12470,0.840,0.000,2.500
"202508",12480,0.840,0.000,2.500
"202508",12490,0.840,0.000,2.500
"202508",12500,0.840,0.000,2.500
"202508",12510,0.840,0.000,2.500
"202508",12520,0.840,0.000,2.500
"202508",12530,0.840,0.000,2.500
"202508",12540,0.840,0.000,2.500
"202508",12550,0.840,0.000,2.500
"202508",12560,0.840,0.000,2.500
"202508",12570,0.840,0.000,2.500
"202508",12580,0.840,0.000,2.500
"202508",12590,0.840,0.000,2.500
"202508",12600,0.840,0.000,2.500
"202508",12610,0.840,0.000,2.500
"202508",12620,0.840,0.000,2.500
"202508",12630,0.840,0.000,2.500
"202508",12640,0.840,0.000,2.500
"202508",12650,0.840,0.000,2.500
"202508",12660,0.840,0.000,2.500
"202508",12670,0.840,0.000,2.500
"202508",12680,0.840,0.000,2.500
"202508",12690,0.840,0.000,2.500
"202508",12700,0.840,0.000,2.500
"202508",12710,0.840,0.000,2.500
"202508",12720,0.840,0.000,2.500
"202508",12730,0.840,0.000,2.500
"202508",12740,0.840,0.000,2.500
"202508",12750,0.840,0.000,2.500
"202508",12760,0.840,0.000,2.500
"202508",12770,0.840,0.000,2.500
"202508",12780,0.840,0.000,2.500
"202508",12790,0.840,0.000,2.500
"202508",12800,0.840,0.000,2.500
"202508",12810,0.840,0.000,2.500
"202508",12820,0.840,0.000,2.500
"202508",12830,0.840,0.000,2.500
"202508",12840,0.840,0.000,2.500
"202508",12850,0.840,0.000,2.500
"202508",12860,0.840,0.000,2.500
"202508",12870,0.840,0.000,2.500
"202508",12880,0.840,0.000,2.500
"202508",12890,0.840,0.000,2.500
"202508",12900,0.840,0.000,2.500
"202508",12910,0.840,0.000,2.500
"202508",12920,0.840,0.000,2.500
"202508",12930,0.840,0.000,2.500
"202508",12940,0.840,0.000,2.500
"202508",12950,0.840,0.000,2.500
"202508",12960,0.840,0.000,2.500
"202508",12970,0.840,0.000,2.500
"202508",12980,0.840,0.000,2.500
"202508",12990,0.840,0.000,2.500
"202508",13000,0.840,0.000,2.500
"202508",13010,0.840,0.000,2.500
"202508",13020,0.840,0.000,2.500
"202508",13030,0.840,0.000,2.500
"202508",13070,0.840,0.000,2.500
"202508",13040,0.840,0.000,2.500
"202508",13050,0.840,0.000,2.500
"202508",13060,0.840,0.000,2.500
"202508",13080,0.840,0.000,2.500
"202508",13090,0.840,0.000,2.500
"202508",13100,0.840,0.000,2.500
"202508",13110,0.840,0.000,2.500
"202508",13120,0.840,0.000,2.500
"202508",13130,0.840,0.000,2.500
"202508",13140,0.840,0.000,2.500
"202508",13150,0.840,0.000,2.500
"202508",13160,0.840,0.000,2.500
"202508",13170,0.840,0.000,2.500
"202508",13180,0.840,0.000,2.500
"202508",13190,0.840,0.000,2.500
"202508",13200,0.840,0.000,2.500
"202508",13210,0.840,0.000,2.500
"202508",13220,0.840,0.000,2.500
"202508",13230,0.840,0.000,2.500
"202508",13240,0.840,0.000,2.500
"202508",13250,0.840,0.000,2.500
"202508",13260,0.840,0.000,2.500
"202508",13270,0.840,0.000,2.500
"202508",13280,0.840,0.000,2.500
"202508",13290,0.840,0.000,2.500
"202508",13300,0.840,0.000,2.500
"202508",13310,0.840,0.000,2.500
"202508",13320,0.840,0.000,2.500
"202508",13330,0.840,0.000,2.500
"202508",13340,0.840,0.000,2.500
"202508",13350,0.840,0.000,2.500
"202508",13360,0.840,0.000,2.500
"202508",13370,0.840,0.000,2.500
"202508",13380,0.840,0.000,2.500
"202508",13390,0.840,0.000,2.500
"202508",13400,0.840,0.000,2.500
"202508",13410,0.840,0.000,2.500
"202508",13420,0.840,0.000,2.500
"202508",13430,0.840,0.000,2.500
"202508",13440,0.840,0.000,2.500
"202508",13450,0.840,0.000,2.500
"202508",13460,0.840,0.000,2.500
"202508",13470,0.840,0.000,2.500
"202508",13480,0.840,0.000,2.500
"202508",13490,0.840,0.000,2.500
"202508",13500,0.840,0.000,2.550
"202508",13510,0.840,0.000,2.550
"202508",13520,0.840,0.000,2.550
"202508",13530,0.840,0.000,2.550
"202508",13540,0.840,0.000,2.550
"202508",13550,0.840,0.000,2.550
"202508",13560,0.840,0.000,2.550
"202508",13570,0.840,0.000,2.550
"202508",13580,0.840,0.000,2.550
"202508",13590,0.840,0.000,2.550
"202508",13600,0.840,0.000,2.550
"202508",13610,0.840,0.000,2.550
"202508",13620,0.840,0.000,2.550
"202508",13630,0.840,0.000,2.550
"202508",13640,0.840,0.000,2.550
"202508",13650,0.840,0.000,2.550
"202508",13660,0.840,0.000,2.550
"202508",13670,0.840,0.000,2.550
"202508",13680,0.840,0.000,2.550
"202508",13690,0.840,0.000,2.550
"202508",13700,0.840,0.000,2.550
"202508",13710,0.840,0.000,2.550
"202508",13720,0.840,0.000,2.550
"202508",13730,0.840,0.000,2.550
"202508",13740,0.840,0.000,2.550
"202508",13750,0.840,0.000,2.550
"202508",13760,0.840,0.000,2.550
"202508",13770,0.840,0.000,2.550
"202508",13780,0.840,0.000,2.550
"202508",13790,0.840,0.000,2.550
"202508",13800,0.840,0.000,2.550
"202508",13810,0.840,0.000,2.550
"202508",13820,0.840,0.000,2.550
"202508",13830,0.840,0.000,2.550
"202508",13840,0.840,0.000,2.550
"202508",13850,0.840,0.000,2.550
"202508",13860,0.840,0.000,2.550
"202508",13870,0.840,0.000,2.550
"202508",13880,0.840,0.000,2.550
"202508",13890,0.840,0.000,2.550
"202508",13900,0.840,0.000,2.550
"202508",13910,0.840,0.000,2.550
"202508",13920,0.840,0.000,2.550
"202508",13930,0.840,0.000,2.550
"202508",13940,0.840,0.000,2.550
"202508",13950,0.840,0.000,2.550
"202508",13960,0.840,0.000,2.550
"202508",13970,0.840,0.000,2.550
"202508",13980,0.840,0.000,2.550
"202508",13990,0.840,0.000,2.550
"202508",14000,0.840,0.000,2.550
"202508",14010,0.840,0.000,2.550
"202508",14020,0.840,0.000,2.550
"202508",14030,0.840,0.000,2.550
"202508",14040,0.840,0.000,2.550
"202508",14050,0.840,0.000,2.550
"202508",14060,0.840,0.000,2.550
"202508",14070,0.840,0.000,2.550
"202508",14080,0.840,0.000,2.550
"202508",14090,0.840,0.000,2.550
"202508",14100,0.840,0.000,2.550
"202508",14110,0.840,0.000,2.550
"202508",14120,0.840,0.000,2.550
"202508",14130,0.840,0.000,2.550
"202508",14140,0.840,0.000,2.550
"202508",14150,0.840,0.000,2.550
"202508",14160,0.840,0.000,2.550
"202508",14170,0.840,0.000,2.550
"202508",14180,0.840,0.000,2.550
"202508",14190,0.840,0.000,2.550
"202508",14200,0.840,0.000,2.550
"202508",14240,0.840,0.000,2.550
"202508",14210,0.840,0.000,2.550
"202508",14220,0.840,0.000,2.550
"202508",14230,0.840,0.000,2.550
"202508",14250,0.840,0.000,2.550
"202508",14260,0.840,0.000,2.550
"202508",14270,0.840,0.000,2.550
"202508",14280,0.840,0.000,2.550
"202508",14290,0.840,0.000,2.550
"202508",14300,0.840,0.000,2.550
"202508",14310,0.840,0.000,2.550
"202508",14320,0.840,0.000,2.550
"202508",14330,0.840,0.000,2.550
"202508",14340,0.840,0.000,2.550
"202508",14350,0.840,0.000,2.550
"202508",14360,0.840,0.000,2.550
"202508",14370,0.840,0.000,2.550
"202508",14380,0.840,0.000,2.550
"202508",14390,0.840,0.000,2.550
"202508",14400,0.840,0.000,2.550
"202508",14410,0.840,0.000,2.550
"202508",14420,0.840,0.000,2.550
"202508",14430,0.840,0.000,2.550
"202508",14440,0.840,0.000,2.550
"202508",14450,0.840,0.000,2.550
"202508",14460,0.840,0.000,2.550
"202508",14470,0.840,0.000,2.550
"202508",14480,0.840,0.000,2.550
"202508",14490,0.840,0.000,2.550
"202508",14500,0.840,0.000,2.550
"202508",14510,0.840,0.000,2.550
"202508",14520,0.840,0.000,2.550
"202508",14530,0.840,0.000,2.550
"202508",14540,0.840,0.000,2.550
"202508",14550,0.840,0.000,2.550
"202508",14560,0.840,0.000,2.550
"202508",14570,0.840,0.000,2.550
"202508",14580,0.840,0.000,2.550
"202508",14590,0.840,0.000,2.550
"202508",14600,0.840,0.000,2.550
"202508",14610,0.840,0.000,2.550
"202508",14620,0.840,0.000,2.550
"202508",14630,0.840,0.000,2.550
"202508",14640,0.840,0.000,2.550
"202508",14650,0.840,0.000,2.550
"202508",14660,0.840,0.000,2.550
"202508",14670,0.840,0.000,2.550
"202508",14680,0.840,0.000,2.550
"202508",14690,0.840,0.000,2.550
"202508",14700,0.840,0.000,2.550
"202508",14710,0.840,0.000,2.550
"202508",14720,0.840,0.000,2.550
"202508",14730,0.840,0.000,2.550
"202508",14740,0.840,0.000,2.550
"202508",14750,0.840,0.000,2.550
"202508",14760,0.840,0.000,2.550
"202508",14770,0.840,0.000,2.550
"202508",14780,0.840,0.000,2.550
"202508",14790,0.840,0.000,2.550
"202508",14800,0.840,0.000,2.550
"202508",14810,0.840,0.000,2.550
"202508",14820,0.840,0.000,2.550
"202508",14830,0.840,0.000,2.550
"202508",14840,0.840,0.000,2.550
"202508",14850,0.840,0.000,2.550
"202508",14860,0.840,0.000,2.550
"202508",14870,0.840,0.000,2.550
"202508",14880,0.840,0.000,2.550
"202508",14890,0.840,0.000,2.550
"202508",14900,0.840,0.000,2.550
"202508",14910,0.840,0.000,2.550
"202508",14920,0.840,0.000,2.550
"202508",14930,0.840,0.000,2.550
"202508",14940,0.840,0.000,2.550
"202508",14950,0.840,0.000,2.550
"202508",14960,0.840,0.000,2.550
"202508",14970,0.840,0.000,2.550
"202508",14980,0.840,0.000,2.550
"202508",14990,0.840,0.000,2.550
"202508",15000,0.840,0.000,2.550
"202508",15010,0.840,0.000,2.550
"202508",15020,0.840,0.000,2.550
"202508",15030,0.840,0.000,2.550
"202508",15040,0.840,0.000,2.550
"202508",15050,0.840,0.000,2.550
"202508",15060,0.840,0.000,2.550
"202508",15070,0.840,0.000,2.550
"202508",15080,0.840,0.000,2.550
"202508",15090,0.840,0.000,2.550
"202508",15100,0.840,0.000,2.550
"202508",15110,0.840,0.000,2.550
"202508",15120,0.840,0.000,2.550
"202508",15130,0.840,0.000,2.550
"202508",15140,0.840,0.000,2.550
"202508",15150,0.840,0.000,2.550
"202508",15160,0.840,0.000,2.550
"202508",15170,0.840,0.000,2.550
"202508",15180,0.840,0.000,2.550
"202508",15190,0.840,0.000,2.550
"202508",15200,0.840,0.000,2.550
"202508",15210,0.840,0.000,2.550
"202508",15220,0.840,0.000,2.550
"202508",15230,0.840,0.000,2.550
"202508",15240,0.840,0.000,2.550
"202508",15250,0.840,0.000,2.550
"202508",15260,0.840,0.000,2.550
"202508",15270,0.840,0.000,2.550
"202508",15280,0.840,0.000,2.550
"202508",15290,0.840,0.000,2.550
"202508",15300,0.840,0.000,2.550
"202508",15310,0.840,0.000,2.550
"202508",15320,0.840,0.000,2.550
"202508",15330,0.840,0.000,2.550
"202508",15340,0.840,0.000,2.550
"202508",15350,0.840,0.000,2.550
"202508",15360,0.840,0.000,2.550
"202508",15370,0.840,0.000,2.550
"202508",15410,0.840,0.000,2.550
"202508",15380,0.840,0.000,2.550
"202508",15390,0.840,0.000,2.550
"202508",15400,0.840,0.000,2.550
"202508",15420,0.840,0.000,2.550
"202508",15430,0.840,0.000,2.550
"202508",15440,0.840,0.000,2.550
"202508",15450,0.840,0.000,2.550
"202508",15460,0.840,0.000,2.550
"202508",15470,0.840,0.000,2.550
"202508",15480,0.840,0.000,2.550
"202508",15490,0.840,0.000,2.550
"202508",15500,0.840,0.000,2.550
"202508",15510,0.840,0.000,2.550
"202508",15520,0.840,0.000,2.550
"202508",15530,0.840,0.000,2.550
"202508",15540,0.840,0.000,2.550
"202508",15550,0.840,0.000,2.550
"202508",15560,0.840,0.000,2.550
"202508",15570,0.840,0.000,2.550
"202508",15580,0.840,0.000,2.550
"202508",15590,0.840,0.000,2.550
"202508",15600,0.840,0.000,2.550
"202508",15610,0.840,0.000,2.550
"202508",15620,0.840,0.000,2.550
"202508",15630,0.840,0.000,2.550
"202508",15640,0.840,0.000,2.550
"202508",15650,0.840,0.000,2.550
"202508",15660,0.840,0.000,2.550
"202508",15670,0.840,0.000,2.550
"202508",15680,0.840,0.000,2.550
"202508",15690,0.840,0.000,2.550
"202508",15700,0.840,0.000,2.550
"202508",15710,0.840,0.000,2.550
"202508",15720,0.840,0.000,2.550
"202508",15730,0.840,0.000,2.550
"202508",15740,0.840,0.000,2.550
"202508",15750,0.840,0.000,2.550
"202508",15760,0.840,0.000,2.550
"202508",15770,0.840,0.000,2.550
"202508",15780,0.840,0.000,2.550
"202508",15790,0.840,0.000,2.550
"202508",15800,0.840,0.000,2.550
"202508",15810,0.840,0.000,2.550
"202508",15820,0.840,0.000,2.550
"202508",15830,0.840,0.000,2.550
"202508",15840,0.840,0.000,2.550
"202508",15850,0.840,0.000,2.550
"202508",15860,0.840,0.000,2.550
"202508",15870,0.840,0.000,2.550
"202508",15880,0.840,0.000,2.550
"202508",15890,0.840,0.000,2.550
"202508",15900,0.840,0.000,2.550
"202508",15910,0.840,0.000,2.550
"202508",15920,0.840,0.000,2.550
"202508",15930,0.840,0.000,2.550
"202508",15940,0.840,0.000,2.550
"202508",15950,0.840,0.000,2.550
"202508",15960,0.840,0.000,2.550
"202508",15970,0.840,0.000,2.550
"202508",15980,0.840,0.000,2.550
"202508",15990,0.840,0.000,2.550
"202508",16000,0.840,0.000,2.550
"202508",16010,0.840,0.000,2.550
"202508",16020,0.840,0.000,2.550
"202508",16030,0.840,0.000,2.550
"202508",16040,0.840,0.000,2.550
"202508",16050,0.840,0.000,2.550
"202508",16060,0.840,0.000,2.550
"202508",16070,0.840,0.000,2.550
"202508",16080,0.840,0.000,2.550
"202508",16090,0.840,0.000,2.550
"202508",16100,0.840,0.000,2.550
"202508",16110,0.840,0.000,2.550
"202508",16120,0.840,0.000,2.550
"202508",16130,0.840,0.000,2.550
"202508",16140,0.840,0.000,2.550
"202508",16150,0.840,0.000,2.550
"202508",16160,0.840,0.000,2.550
"202508",16170,0.840,0.000,2.550
"202508",16180,0.840,0.000,2.550
"202508",16190,0.840,0.000,2.550
"202508",16200,0.840,0.000,2.550
"202508",16210,0.840,0.000,2.550
"202508",16220,0.840,0.000,2.550
"202508",16230,0.840,0.000,2.550
"202508",16240,0.840,0.000,2.550
"202508",16250,0.840,0.000,2.550
"202508",16260,0.840,0.000,2.550
"202508",16270,0.840,0.000,2.550
"202508",16280,0.840,0.000,2.550
"202508",16290,0.840,0.000,2.550
"202508",16300,0.840,0.000,2.550
"202508",16310,0.840,0.000,2.550
"202508",16320,0.840,0.000,2.550
"202508",16330,0.840,0.000,2.550
"202508",16340,0.840,0.000,2.550
"202508",16350,0.840,0.000,2.550
"202508",16360,0.840,0.000,2.550
"202508",16370,0.840,0.000,2.550
"202508",16380,0.840,0.000,2.550
"202508",16390,0.840,0.000,2.550
"202508",16400,0.840,0.000,2.550
"202508",16410,0.840,0.000,2.550
"202508",16420,0.840,0.000,2.550
"202508",16430,0.840,0.000,2.550
"202508",16440,0.840,0.000,2.550
"202508",16450,0.840,0.000,2.550
"202508",16460,0.840,0.000,2.550
"202508",16470,0.840,0.000,2.550
"202508",16480,0.840,0.000,2.550
"202508",16490,0.840,0.000,2.550
"202508",16500,0.840,0.000,2.550
"202508",16510,0.840,0.000,2.550
"202508",16520,0.840,0.000,2.550
"202508",16530,0.840,0.000,2.550
"202508",16540,0.840,0.000,2.550
"202508",16580,0.840,0.000,2.550
"202508",16550,0.840,0.000,2.550
"202508",16560,0.840,0.000,2.550
"202508",16570,0.840,0.000,2.550
"202508",16590,0.840,0.000,2.550
"202508",16600,0.840,0.000,2.550
"202508",16610,0.840,0.000,2.550
"202508",16620,0.840,0.000,2.550
"202508",16630,0.840,0.000,2.550
"202508",16640,0.840,0.000,2.550
"202508",16650,0.840,0.000,2.550
"202508",16660,0.840,0.000,2.550
"202508",16670,0.840,0.000,2.550
"202508",16680,0.840,0.000,2.550
"202508",16690,0.840,0.000,2.550
"202508",16700,0.840,0.000,2.550
"202508",16710,0.840,0.000,2.550
"202508",16720,0.840,0.000,2.550
"202508",16730,0.840,0.000,2.550
"202508",16740,0.840,0.000,2.550
"202508",16750,0.840,0.000,2.550
"202508",16760,0.840,0.000,2.550
"202508",16770,0.840,0.000,2.550
"202508",16780,0.840,0.000,2.550
"202508",16790,0.840,0.000,2.550
"202508",16800,0.840,0.000,2.550
"202508",16810,0.840,0.000,2.550
"202508",16820,0.840,0.000,2.550
"202508",16830,0.840,0.000,2.550
"202508",16840,0.840,0.000,2.550
"202508",16850,0.840,0.000,2.550
"202508",16860,0.840,0.000,2.550
"202508",16870,0.840,0.000,2.550
"202508",16880,0.840,0.000,2.550
"202508",16890,0.840,0.000,2.550
"202508",16900,0.840,0.000,2.550
"202508",16910,0.840,0.000,2.550
"202508",16920,0.840,0.000,2.550
"202508",16930,0.840,0.000,2.550
"202508",16940,0.840,0.000,2.550
"202508",16950,0.840,0.000,2.550
"202508",16960,0.840,0.000,2.550
"202508",16970,0.840,0.000,2.550
"202508",16980,0.840,0.000,2.550
"202508",16990,0.840,0.000,2.550
"202508",17000,0.840,0.000,2.550
"202508",17010,0.840,0.000,2.550
"202508",17020,0.840,0.000,2.550
"202508",17030,0.840,0.000,2.550
"202508",17040,0.840,0.000,2.550
"202508",17050,0.840,0.000,2.550
"202508",17060,0.840,0.000,2.550
"202508",17070,0.840,0.000,2.550
"202508",17080,0.840,0.000,2.550
"202508",17090,0.840,0.000,2.550
"202508",17100,0.840,0.000,2.550
"202508",17110,0.840,0.000,2.550
"202508",17120,0.840,0.000,2.550
"202508",17130,0.840,0.000,2.550
"202508",17140,0.840,0.000,2.550
"202508",17150,0.840,0.000,2.550
"202508",17160,0.840,0.000,2.550
"202508",17170,0.840,0.000,2.550
"202508",17180,0.840,0.000,2.550
"202508",17190,0.840,0.000,2.550
"202508",17200,0.840,0.000,2.550
"202508",17210,0.840,0.000,2.550
"202508",17220,0.840,0.000,2.550
"202508",17230,0.840,0.000,2.550
"202508",17240,0.840,0.000,2.550
"202508",17250,0.840,0.000,2.550
"202508",17260,0.840,0.000,2.550
"202508",17270,0.840,0.000,2.550
"202508",17280,0.840,0.000,2.550
"202508",17290,0.840,0.000,2.550
"202508",17300,0.840,0.000,2.550
"202508",17310,0.840,0.000,2.550
"202508",17320,0.840,0.000,2.550
"202508",17330,0.840,0.000,2.550
"202508",17340,0.840,0.000,2.550
"202508",17350,0.840,0.000,2.550
"202508",17360,0.840,0.000,2.550
"202508",17370,0.840,0.000,2.550
"202508",17380,0.840,0.000,2.550
"202508",17390,0.840,0.000,2.550
"202508",17400,0.840,0.000,2.550
"202508",17410,0.840,0.000,2.550
"202508",17420,0.840,0.000,2.550
"202508",17430,0.840,0.000,2.550
"202508",17440,0.840,0.000,2.550
"202508",17450,0.840,0.000,2.550
"202508",17460,0.840,0.000,2.550
"202508",17470,0.840,0.000,2.550
"202508",17480,0.840,0.000,2.550
"202508",17490,0.840,0.000,2.550
"202508",17500,0.840,0.000,2.550
"202508",17510,0.840,0.000,2.550
"202508",17520,0.840,0.000,2.550
"202508",17530,0.840,0.000,2.550
"202508",17540,0.840,0.000,2.550
"202508",17550,0.840,0.000,2.550
"202508",17560,0.840,0.000,2.550
"202508",17570,0.840,0.000,2.550
"202508",17580,0.840,0.000,2.550
"202508",17590,0.840,0.000,2.550
"202508",17600,0.840,0.000,2.550
"202508",17610,0.840,0.000,2.550
"202508",17620,0.840,0.000,2.550
"202508",17630,0.840,0.000,2.550
"202508",17640,0.840,0.000,2.550
"202508",17650,0.840,0.000,2.550
"202508",17660,0.840,0.000,2.550
"202508",17670,0.840,0.000,2.550
"202508",17680,0.840,0.000,2.550
"202508",17690,0.840,0.000,2.550
"202508",17700,0.840,0.000,2.550
"202508",17710,0.840,0.000,2.550
"202508",17750,1.010,0.000,2.600
"202508",17720,0.840,0.000,2.550
"202508",17730,0.840,0.000,2.550
"202508",17740,0.840,0.000,2.550
"202508",17760,1.010,0.000,2.600
"202508",17770,1.010,0.000,2.600
"202508",17780,1.010,0.000,2.600
"202508",17790,1.010,0.000,2.600
"202508",17800,1.010,0.000,2.600
"202508",17810,1.010,0.000,2.600
"202508",17820,1.010,0.000,2.600
"202508",17830,1.010,0.000,2.600
"202508",17840,1.010,0.000,2.600
"202508",17850,1.010,0.000,2.600
"202508",17860,1.010,0.000,2.600
"202508",17870,1.010,0.000,2.600
"202508",17880,1.010,0.000,2.600
"202508",17890,1.010,0.000,2.600
"202508",17900,1.010,0.000,2.600
"202508",17910,1.010,0.000,2.600
"202508",17920,1.010,0.000,2.600
"202508",17930,1.010,0.000,2.600
"202508",17940,1.010,0.000,2.600
"202508",17950,1.010,0.000,2.600
"202508",17960,1.010,0.000,2.600
"202508",17970,1.010,0.000,2.600
"202508",17980,1.010,0.000,2.600
"202508",17990,1.010,0.000,2.600
"202508",18000,1.010,0.000,2.600
"202508",18010,1.010,0.000,2.600
"202508",18020,1.010,0.000,2.600
"202508",18030,1.010,0.000,2.600
"202508",18040,1.010,0.000,2.600
"202508",18050,1.010,0.000,2.600
"202508",18060,1.010,0.000,2.600
"202508",18070,1.010,0.000,2.600
"202508",18080,1.010,0.000,2.600
"202508",18090,1.010,0.000,2.600
"202508",18100,1.010,0.000,2.600
"202508",18110,1.010,0.000,2.600
"202508",18120,1.010,0.000,2.600
"202508",18130,1.010,0.000,2.600
"202508",18140,1.010,0.000,2.600
"202508",18150,1.010,0.000,2.600
"202508",18160,1.010,0.000,2.600
"202508",18170,1.010,0.000,2.600
"202508",18180,1.010,0.000,2.600
"202508",18190,1.010,0.000,2.600
"202508",18200,1.010,0.000,2.600
"202508",18210,1.010,0.000,2.600
"202508",18220,1.010,0.000,2.600
"202508",18230,1.010,0.000,2.600
"202508",18240,1.010,0.000,2.600
"202508",18250,1.010,0.000,2.600
"202508",18260,1.010,0.000,2.600
"202508",18270,1.010,0.000,2.600
"202508",18280,1.010,0.000,2.600
"202508",18290,1.010,0.000,2.600
"202508",18300,1.010,0.000,2.600
"202508",18310,1.010,0.000,2.600
"202508",18320,1.010,0.000,2.600
"202508",18330,1.010,0.000,2.600
"202508",18340,1.010,0.000,2.600
"202508",18350,1.010,0.000,2.600
"202508",18360,1.010,0.000,2.600
"202508",18370,1.010,0.000,2.600
"202508",18380,1.010,0.000,2.600
"202508",18390,1.010,0.000,2.600
"202508",18400,1.010,0.000,2.600
"202508",18410,1.010,0.000,2.600
"202508",18420,1.010,0.000,2.600
"202508",18430,1.010,0.000,2.600
"202508",18440,1.010,0.000,2.600
"202508",18450,1.010,0.000,2.600
"202508",18460,1.010,0.000,2.600
"202508",18470,1.010,0.000,2.600
"202508",18480,1.010,0.000,2.600
"202508",18490,1.010,0.000,2.600
"202508",18500,1.010,0.000,2.600
"202508",18510,1.010,0.000,2.600
"202508",18520,1.010,0.000,2.600
"202508",18530,1.010,0.000,2.600
"202508",18540,1.010,0.000,2.600
"202508",18550,1.010,0.000,2.600
"202508",18560,1.010,0.000,2.600
"202508",18570,1.010,0.000,2.600
"202508",18580,1.010,0.000,2.600
"202508",18590,1.010,0.000,2.600
"202508",18600,1.010,0.000,2.600
"202508",18610,1.010,0.000,2.600
"202508",18620,1.010,0.000,2.600
"202508",18630,1.010,0.000,2.600
"202508",18640,1.010,0.000,2.600
"202508",18650,1.010,0.000,2.600
"202508",18660,1.010,0.000,2.600
"202508",18670,1.010,0.000,2.600
"202508",18680,1.010,0.000,2.600
"202508",18690,1.010,0.000,2.600
"202508",18700,1.010,0.000,2.600
"202508",18710,1.010,0.000,2.600
"202508",18720,1.010,0.000,2.600
"202508",18730,1.010,0.000,2.600
"202508",18740,1.010,0.000,2.600
"202508",18750,1.010,0.000,2.600
"202508",18760,1.010,0.000,2.600
"202508",18770,1.010,0.000,2.600
"202508",18780,1.010,0.000,2.600
"202508",18790,1.010,0.000,2.600
"202508",18800,1.010,0.000,2.600
"202508",18810,1.010,0.000,2.600
"202508",18820,1.010,0.000,2.600
"202508",18830,1.010,0.000,2.600
"202508",18840,1.010,0.000,2.600
"202508",18850,1.010,0.000,2.600
"202508",18860,1.010,0.000,2.600
"202508",18900,1.010,0.000,2.600
"202508",18870,1.010,0.000,2.600
"202508",18880,1.010,0.000,2.600
"202508",18890,1.010,0.000,2.600
"202508",18910,1.010,0.000,2.600
"202508",18920,1.010,0.000,2.600
"202508",18930,1.010,0.000,2.600
"202508",18940,1.010,0.000,2.600
"202508",18950,1.010,0.000,2.600
"202508",18960,1.010,0.000,2.600
"202508",18970,1.010,0.000,2.600
"202508",18980,1.010,0.000,2.600
"202508",18990,1.010,0.000,2.600
"202508",19000,1.010,0.000,2.600
"202508",19010,1.010,0.000,2.600
"202508",19020,1.010,0.000,2.600
"202508",19030,1.010,0.000,2.600
"202508",19040,1.010,0.000,2.600
"202508",19050,1.010,0.000,2.600
"202508",19060,1.010,0.000,2.600
"202508",19070,1.010,0.000,2.600
"202508",19080,1.010,0.000,2.600
"202508",19090,1.010,0.000,2.600
"202508",19100,1.010,0.000,2.600
"202508",19110,1.010,0.000,2.600
"202508",19120,1.010,0.000,2.600
"202508",19130,1.010,0.000,2.600
"202508",19140,1.010,0.000,2.600
"202508",19150,1.010,0.000,2.600
"202508",19160,1.010,0.000,2.600
"202508",19170,1.010,0.000,2.600
"202508",19180,1.010,0.000,2.600
"202508",19190,1.010,0.000,2.600
"202508",19200,1.010,0.000,2.600
"202508",19210,1.010,0.000,2.600
"202508",19220,1.010,0.000,2.600
"202508",19230,1.010,0.000,2.600
"202508",19240,1.010,0.000,2.600
"202508",19250,1.010,0.000,2.600
"202508",19260,1.010,0.000,2.600
"202508",19270,1.010,0.000,2.600
"202508",19280,1.010,0.000,2.600
"202508",19290,1.010,0.000,2.600
"202508",19300,1.010,0.000,2.600
"202508",19310,1.010,0.000,2.600
"202508",19320,1.010,0.000,2.600
"202508",19330,1.010,0.000,2.600
"202508",19340,1.010,0.000,2.600
"202508",19350,1.010,0.000,2.600
